country_code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
AGO,,,,,,,,9.25423745220691,9.44019549527723,9.55151655888075,10.2249569689872,8.91289884359989,9.44007218414204,10.8283059553168,12.3645924301501,14.1831450300624,9.87031380207947,8.96927105568948,10.0259673385746,
ALB,,,,,,,,8.65738703548396,8.13171240346954,7.92991262699532,7.73182739633685,7.42400985630468,8.43098711693538,8.74722800678583,9.01864922404764,9.15081252889815,9.07841434175283,9.06900760368607,8.84649373877203,8.59552115400606
ARE,,,,,,,12.7087219554461,11.9573349173135,12.5956019975254,12.993306020068,12.5403877289777,12.5184598126835,12.8540035694888,13.1515333766196,12.871175027192,12.1610965391164,12.4301031322425,12.3081785895039,11.8260714068531,11.330673370473
ARG,,,9.24977263724113,8.81033399559022,8.85835629974667,8.58269638340699,8.54702664573378,7.23503359658627,6.86815902450534,7.2475325307913,10.1560460352012,9.99137338188928,9.43509134768433,8.86871247168992,10.1924279555023,8.64866000515038,9.72634066738099,12.4102181705815,12.983902466712,14.7351915493971
ARM,,,21.5459003039343,22.9249264237646,22.4772305345731,20.4053322129654,20.9948105298055,17.7525801579801,14.9437272531708,13.5296315420868,12.6409406273296,11.6291669717805,11.8584501648748,12.9515014151532,12.7606199307314,12.5027652041209,11.8586401367831,11.5039275348061,11.2409946225879,13.7010929968287
ATG,,,,,,,,,,,,,3.04616462244291,3.91139417544749,3.9474414670246,3.87413087895443,5.45499026741685,6.47596679835312,9.28716761396125,
AUS,,,4.9390008943253,4.75092644765004,4.50428076628894,4.19912384001137,4.70300396072203,4.62021662059414,4.69684531050885,4.75557889210946,4.67249759967552,4.69700335511658,5.31731759650771,5.44397257111967,5.91271906081673,5.91854176977054,6.19862631822147,6.37432250408069,6.16933763669525,5.8647335037465
AUT,,,,3.79492045431925,3.81390595309035,3.61200383000281,4.58153542349424,7.49275625624848,7.18605275891527,7.7701136425421,7.98594015412431,6.84191575882635,7.44689127902493,7.334234175495,7.54199227528387,7.54886985856162,7.6242066761855,7.42452431594542,7.74457524598176,7.91700194289979
AZE,,,,,,,,,,,,,,,,,,,,8.06866792160328
BDI,,,,,,,,11.7057508282479,13.1940270648007,14.2722721746241,14.5224971433787,13.4480304712174,13.4526172308718,13.828671765858,12.1741175762653,11.531239971772,,,,
BEL,,,7.86185860774988,3.04175824268251,4.29750948210309,3.88353933355231,4.52617221123913,5.02588260701211,4.9211814488282,5.33174062036665,5.78443559078967,5.37820418800116,5.68502314992685,5.87334161221032,6.34337174411597,6.33769140020729,6.23056877770938,6.25219150044764,6.17390054662305,5.96857033506728
BGD,,,,,,,,,8.0054221465425,6.18702858460746,6.56102257085237,6.18389010006754,5.7247265660517,5.71072482772314,5.24619092380409,4.74201086025218,5.16828540729108,4.77446925869926,4.76216005308376,6.70479501831446
BGR,,,,,,8.5563362653156,10.84215703164,10.4676943505694,10.7646981785138,10.0960726886888,10.3515203225993,11.5668782833913,12.0159015689814,11.6296074357592,11.3934047974268,10.8232721834834,11.594317854372,11.8822023363105,11.0928039654857,9.91719665033825
BIH,11.7934618614307,10.7372308611601,9.72960582201421,9.73688626796929,8.81780651745429,9.20404699400371,9.69789200026488,10.2770245780125,10.6136133018033,10.9337490886953,11.5376090431261,10.666361349263,10.0775141088994,10.8611634364823,10.6759898126584,10.4304601098,10.5108363786232,10.1870293872041,9.97461686926734,9.89092724347393
BLR,,,,,,,,11.0965187240149,12.0225489372009,10.9835385205433,10.1769821077429,9.67766580307963,9.93939163995331,10.5859782359031,11.4954417188884,11.4812432073764,11.5463919967068,11.3681558222766,12.1401371939043,14.5050414379472
BLZ,,,,,,,,,,,,,,,12.5742235107381,13.7444475664222,12.8889316996026,11.1268827423243,10.3703016692995,8.85260837683997
BOL,,,,,,,,7.68539480893566,7.5351167253222,7.67717422206232,7.48548984386741,7.1451600357314,7.03798113217368,7.32457471338062,6.63942230277621,6.7287898522671,6.87991830877405,6.81023539088295,6.73751772733858,
BRA,,,10.0181902860592,10.2393523448149,10.2540245906716,10.5496437737182,11.9485636678017,10.2993783970849,10.0825402305763,10.1489827569519,10.1473836254435,9.46499496848915,7.68972560551195,8.38895653975315,8.78183018265545,9.10768394993379,9.55200184714006,8.663816526097,8.76978986838747,8.76297902031543
BRB,,,,,,,,,,,,,,10.2893273004235,10.5027849530793,8.23473616215785,7.63757386970654,10.3496645683949,10.3731748765441,11.2318558867574
BRN,,,,,,,,9.1586322952766,8.07265859191255,6.79352283087439,9.51051306647268,9.77881655703146,10.9511111160458,11.0715627692031,9.50249159764372,11.0849494759084,11.1564894767294,11.9468105119918,10.0806410214118,9.73541207560586
BTN,,,,,,,8.18222996575437,8.09100803539073,12.0220979149647,14.5101085239045,15.3401113785511,12.9587516499078,14.111802073556,12.6232850801241,10.7585073591685,10.8056964434927,10.0141832820147,8.4661670215109,8.19781276935229,7.78394985760908
BWA,,,,,,,,,,7.06078410566687,8.38265228013626,9.11141269872146,8.52432101821958,8.44034922621483,8.76612972477976,8.91952686381326,8.91081304800064,9.19113083750988,8.62583670401559,8.9313721362495
CAF,,,,,,,,10.3844713841228,13.152331880037,14.1280772011506,19.087337952289,19.1593570742527,18.0602311442297,16.0897752358952,17.6941228680302,15.0788751459618,15.9197308599107,13.8170337238636,13.8533955288267,14.0259134925082
