country_code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
AGO,,,,,,,,,,,,,,,,114.0,108.0,,
ALB,391.0,,386.0,,,,361.0,,8.0,,4.0,3.0,5.0,5.0,8.0,3.0,1.0,,1.0
AND,,,,,,,,,,,,,,3.0,6.0,10.0,12.0,5.0,8.0
ARE,,,,,,,,1263.0,1318.0,1327.0,1402.0,1438.0,1714.0,1642.0,1733.0,1723.0,1843.0,1869.0,2354.0
ARG,3765.0,3816.0,4215.0,4597.0,4806.0,4781.0,4336.0,4165.0,4133.0,4078.0,4129.0,4173.0,3579.0,2925.0,3050.0,3242.0,3260.0,2562.0,3263.0
ARM,6.0,,2.0,1.0,5.0,4.0,11.0,6.0,19.0,4.0,6.0,2.0,2.0,1.0,3.0,4.0,4.0,7.0,8.0
ATG,,,,,,,,,8.0,7.0,7.0,15.0,10.0,12.0,8.0,5.0,,3.0,8.0
AUS,19176.0,20274.0,21302.0,23166.0,24122.0,23525.0,21187.0,22478.0,23143.0,23731.0,26656.0,23968.0,26314.0,25774.0,26403.0,27200.0,27121.0,26926.0,29443.0
AUT,213.0,266.0,235.0,378.0,287.0,329.0,292.0,249.0,276.0,294.0,244.0,271.0,236.0,237.0,232.0,168.0,208.0,173.0,175.0
AZE,18.0,7.0,6.0,13.0,8.0,7.0,17.0,17.0,12.0,,,,,19.0,22.0,16.0,20.0,18.0,16.0
BDI,,,,,,,,,,,,,,,10.0,2.0,15.0,5.0,
BEL,188.0,122.0,105.0,161.0,163.0,133.0,148.0,140.0,127.0,127.0,161.0,137.0,148.0,119.0,216.0,218.0,257.0,288.0,415.0
BGD,260.0,268.0,294.0,288.0,270.0,278.0,275.0,276.0,269.0,287.0,243.0,249.0,299.0,267.0,241.0,299.0,345.0,362.0,373.0
BGR,680.0,133.0,52.0,48.0,28.0,22.0,24.0,17.0,21.0,14.0,15.0,16.0,11.0,11.0,23.0,18.0,7.0,7.0,6.0
BHR,,,,,,,,,139.0,161.0,167.0,199.0,185.0,171.0,237.0,219.0,322.0,257.0,326.0
BHS,,,,,,,,,,83.0,75.0,113.0,68.0,34.0,48.0,,,,
BIH,242.0,346.0,306.0,162.0,,12.0,,9.0,12.0,14.0,22.0,2.0,,6.0,12.0,12.0,14.0,5.0,8.0
