country_code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
AGO,,,,,,42.7,,,,,,,,,,51.3,,,,,
ALB,,,30.6,,,30.0,,,,29.0,,34.6,32.8,33.7,33.1,30.1,30.1,29.4,,,
ARE,,,,,,,,,,,32.5,,,,,26.4,,,,,
ARG,51.0,48.5,47.8,46.4,46.3,45.0,43.8,43.7,42.7,41.4,41.1,41.8,,42.3,41.4,41.7,43.3,42.7,42.4,40.7,
ARM,33.0,37.5,36.0,29.7,31.2,29.2,28.0,30.0,29.4,29.6,30.6,31.5,32.4,32.5,33.6,34.4,30.0,25.1,27.9,27.9,
AUS,33.5,33.1,,,,35.4,,34.7,,,,34.4,,33.7,,34.3,,,,,
AUT,29.5,29.8,28.7,29.6,30.6,30.4,31.5,30.3,30.8,30.5,30.8,30.5,30.5,30.8,29.7,30.8,30.2,29.8,30.7,,
AZE,26.8,26.6,26.6,,,,,,,,,,,,,,,,,,
BDI,,,,33.4,,,,,,,38.6,,,,,,,37.5,,,
BEL,28.1,30.5,29.3,28.1,29.2,28.4,28.6,28.4,28.1,27.5,27.7,28.1,27.7,27.6,27.4,27.2,27.2,26.0,26.6,,
BEN,38.6,,,,,,,,43.4,,,,47.6,,,37.9,,,34.4,,
BFA,43.3,,,,,,39.8,,,,,35.3,,,,43.0,,,37.4,,
BGD,,,33.2,,,,,32.1,,,,,,32.4,,,,,,33.4,
BGR,,,,35.7,36.1,33.6,33.8,35.7,34.3,36.0,36.6,37.4,38.6,40.6,40.4,41.3,40.3,40.5,39.0,,
BIH,,34.0,,,33.1,,,,33.0,,,,,,,,,,,,
BLR,28.8,26.5,27.6,28.3,29.6,27.8,27.7,28.6,27.2,26.5,26.6,27.2,25.6,25.3,25.4,25.2,25.3,24.4,,,
BOL,,55.0,58.5,56.7,54.5,50.8,49.2,,46.1,46.6,47.6,47.8,46.7,45.2,44.6,42.6,41.6,43.6,40.9,,
BRA,57.6,56.5,56.3,55.6,54.9,54.0,53.7,,52.9,53.4,52.7,52.0,51.9,53.4,53.3,53.9,53.5,48.9,52.9,52.0,
BTN,40.9,,,,38.1,,,,,38.8,,,,,37.4,,,,,28.5,
BWA,,,,,,,60.5,,,,,,53.3,,,,,,,,
CAF,,,,,,56.2,,,,,,,,,,,,,43.0,,
CAN,33.8,33.8,33.6,34.1,33.8,33.9,34.0,33.6,32.7,33.5,33.8,33.2,33.7,32.7,33.3,32.5,31.7,,,,
CHE,,31.6,,33.9,34.3,33.8,32.9,32.6,31.7,31.6,32.5,32.5,32.3,33.0,32.7,33.1,34.0,33.7,,,
CHL,51.5,,,47.7,,,47.4,,46.9,,46.8,,45.3,,45.3,,,47.0,,43.0,
CHN,,,40.9,,,43.0,,43.7,42.4,42.2,39.7,39.2,38.6,38.5,39.1,38.5,38.2,37.1,35.7,,
CIV,,,,,,43.2,,,,,,,41.5,,,37.2,,,35.3,,
CMR,,,,,42.8,,,,,,,46.6,,,,,,,42.2,,
COD,,41.6,,,,,,,,42.1,,,,,,,,44.7,,,
COG,,,47.3,,,,,,48.9,,,,,,,,,,,,
COL,53.6,55.0,53.9,,,55.3,54.3,54.6,53.5,52.6,52.6,52.5,51.0,50.6,49.7,50.4,51.3,53.5,55.1,54.8,
COM,,55.9,,,,,,,,,,45.3,,,,,,,,,
CPV,,,,,47.2,,,,,,,,42.4,,,,,,,,
CRI,49.3,48.4,47.5,49.3,49.3,48.6,50.6,48.0,48.8,48.4,49.2,48.6,48.4,48.7,48.3,48.0,48.2,49.2,48.7,47.2,46.7
CYP,,30.1,30.3,31.1,31.1,31.7,32.1,31.5,32.6,34.3,37.0,35.6,34.0,32.9,31.4,32.7,31.2,31.7,31.3,,
CZE,,27.5,26.9,26.7,26.0,26.3,26.2,26.6,26.4,26.1,26.5,25.9,25.9,25.4,24.9,25.0,25.3,26.2,26.2,,
DEU,29.8,30.2,31.7,31.0,31.2,30.8,30.5,30.2,30.6,31.1,31.5,30.8,31.7,31.4,31.3,31.9,31.8,32.4,,,
DJI,,,,,,,,,,45.1,44.1,,,,41.6,,,,,,
DNK,25.6,24.9,25.2,25.9,26.2,25.2,26.7,27.2,27.3,27.8,28.5,28.4,28.2,28.2,28.7,28.2,27.7,27.5,28.3,,
DOM,52.1,52.0,50.0,52.0,48.9,48.1,48.9,47.3,47.7,46.1,47.7,44.3,45.2,45.7,42.2,43.7,41.9,39.6,38.5,37.0,
DZA,,,,,,,,,27.6,,,,,,,,,,,,
ECU,53.5,53.9,53.0,52.2,53.4,49.8,48.5,48.8,45.9,46.1,46.9,45.0,46.0,45.0,44.7,45.4,45.7,47.3,45.8,45.5,44.6
EGY,,31.8,,,,31.1,,30.2,,28.3,,,31.8,,31.5,,31.9,,,,
ESP,31.8,33.3,32.4,33.5,34.1,34.2,34.9,35.2,35.7,35.4,36.2,36.1,36.2,35.8,34.7,34.7,34.3,34.9,33.9,,
EST,37.2,33.6,33.4,33.7,31.2,31.9,31.4,32.0,32.5,32.9,35.1,34.6,32.7,31.2,30.4,30.3,30.8,30.7,31.8,,
ETH,,29.8,,,,,,33.2,,,,,35.0,,,,,,,,
FIN,27.7,27.9,27.6,28.0,28.3,27.8,27.5,27.7,27.6,27.1,27.2,26.8,27.1,27.1,27.4,27.3,27.7,27.1,27.7,,
FJI,,,,,,40.4,,,,,36.7,,,,,,30.7,,,,
FRA,31.4,30.6,29.8,29.7,32.4,33.0,32.7,33.7,33.3,33.1,32.5,32.3,32.7,31.9,31.6,32.4,31.2,30.7,31.5,,
FSM,,,42.4,,,,,,,,40.1,,,,,,,,,,
GAB,,,42.2,,,,,,,,,,,,38.0,,,,,,
GBR,34.9,34.8,35.5,35.9,34.4,35.4,35.1,33.7,33.2,33.1,32.7,33.1,33.3,33.1,32.6,33.7,32.8,32.6,32.4,,
GEO,36.7,36.2,37.4,36.9,38.1,38.5,38.2,39.5,39.6,39.0,38.6,37.6,36.5,36.6,37.9,36.4,35.9,34.5,34.2,33.5,
GHA,,,42.8,,,,,,,42.4,,,,43.5,,,,,,,
GIN,,,,,39.4,,,,,33.7,,,,,,29.6,,,,,
GMB,47.3,,,,,,,43.6,,,,,35.9,,,,,38.8,,,
GNB,,,,,,,,50.6,,,,,,,,34.8,,,33.4,,
GRC,32.8,33.6,34.6,35.1,34.0,33.6,33.6,34.1,34.8,36.3,36.1,35.8,36.0,35.0,34.4,32.9,33.1,33.6,32.9,,
GRD,,,,,,,,,,,,,,,,43.8,,,,,
GTM,,,,54.6,,,,,,,,48.3,,,,,,,,,
HND,58.1,58.1,59.5,57.5,55.8,55.5,51.3,53.1,52.6,53.4,50.0,49.9,49.2,49.8,49.4,48.9,48.2,,,,
HRV,,,,,,,32.6,32.4,32.3,32.5,32.0,32.1,31.1,30.9,30.4,29.7,28.9,29.5,28.9,,
HTI,,,,,,,,,,41.1,,,,,,,,,,,
HUN,,29.9,34.7,28.3,27.9,27.5,27.0,29.4,29.2,30.8,31.5,30.9,30.4,30.3,30.6,29.6,30.0,29.7,29.2,,
IDN,29.3,30.4,29.9,31.5,33.2,32.6,33.4,34.6,37.9,37.1,38.9,38.8,38.2,36.9,36.4,36.3,35.4,35.3,35.5,35.5,36.1
IND,,34.0,,,,,34.9,,35.4,,,,34.7,34.7,35.9,34.5,33.8,33.8,32.8,,
IRL,32.9,33.6,33.8,32.7,31.9,30.9,32.7,32.3,32.9,33.2,33.5,31.9,31.8,32.8,31.4,30.6,30.8,29.2,30.1,,
