country_code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
ABW,48.5861901346822,22.5474119747263,19.1648620308122,17.6577101160954,18.1705976065285,19.1510508989618,35.0418580826917,68.7260034904014,19.7926946439331,44.8110916086024,69.7663763153056,70.7107411669122,67.9234396063441,74.9428170432698,80.454125022755,79.5928693683858,82.3284075874021,74.5867774293884
AFG,,,,,,3.0745762932609,4.21685542755338,5.72873546300291,5.39604673507476,7.17088699537353,12.9409894650749,6.09459211041441,6.06787319983375,5.45768303162904,1.38780942154529,3.1066088353063,5.60775255799417,5.08024772390036
AGO,0.648865066910913,0.59429894432281,0.4241085211113,0.272892458912399,0.527882654597269,0.456078040771251,1.33651307818098,1.41103125777036,0.959693701971326,0.989241065215912,1.78401431973214,2.62443332071088,3.40038336206843,2.21909952571216,2.48328311495863,1.3457717330498,1.12279248372064,0.0904570431814326
ALB,63.4174074272045,60.4888210221976,60.2421079564304,56.5371142509188,60.0147492308715,56.3585203050781,65.7578453770332,53.4846023581548,48.5388972310884,45.6466576233755,45.1322983249897,49.5414964279063,51.9644431232024,52.9379204273763,49.4715628231146,48.195167982947,50.9706230649522,35.9164177962174
AND,,,,,,,,,,,,,,,,,81.8022160839288,
ARG,6.71598126864478,6.69060360060115,6.84335415200094,7.19990264416667,7.60711607793083,6.46330713288746,6.71585037667957,6.90925985183367,6.20590596025122,6.0054644491997,5.80192954889544,6.89787414276744,7.77035222074166,7.65710936693155,7.86052484120101,7.7764503654143,7.07063914022033,2.64132946574952
ARM,9.1673838241613,16.9146934222979,16.6569781309192,24.655270385469,26.5183312868915,29.0179002373582,36.5548516183226,31.3931551143139,27.7878881740558,29.2386499751569,28.6822831302615,29.9546872762266,30.4681876250111,29.0923324403997,27.7525101092655,27.5622585097933,26.6848788454114,7.85562441388364
ATG,,,,,,,,,,,,78.1672423491255,78.9085535353572,80.9140397819263,82.937700066433,82.4367497389249,83.0761482032014,70.0417524968159
AUS,15.9222264911667,15.6933971554237,14.3464235453512,12.7421767563573,13.417906599768,11.4237554459534,13.4685129534238,11.6658934570685,10.3847080763534,10.7510340819278,10.5119937485361,11.8870942729497,14.8839960783164,15.5768529022338,14.8312093742564,14.4656698918506,14.013694331623,8.71868118925126
AUT,,,11.6184902947672,,,,,,,,,,10.0958285161504,10.133169967177,9.95494757378325,10.0859157962054,10.476816712474,6.85054108492958
AZE,2.30394422085214,1.91595505508977,1.22857307134914,1.4656149238974,1.41801358573319,1.19790046306379,2.3946291762937,2.80505157204192,4.04980165286445,7.17987469673957,7.2900283188919,8.33312369983075,12.6559919656668,16.241153193554,16.1991901614566,11.1018339663989,8.47878217179779,2.23476091933944
BDI,2.67645669755551,2.80118903383557,1.9875644904136,1.71733483861199,2.56605951979065,1.04594017003297,1.43646583480978,1.16196806761064,1.5700292147908,,,,,,,,,
BEL,4.04887283327933,3.85826613036809,3.81544361542398,3.77996495643298,3.41959992027005,,3.80601641373667,3.43357260990302,3.2910882065382,3.36468924634579,3.40767678417566,3.49449225220814,2.49524252107009,2.32417318712609,2.30439193938752,2.28597339362071,2.37596417941648,1.77483902178966
BEN,15.0959139994143,15.3895729935752,13.9474275873583,12.7547007109677,15.280595361192,14.4426737722997,9.05382977214961,9.00210916624923,12.0783037575846,9.27281682918577,7.72936294099513,5.02321951988219,5.40838376981856,4.04427546732546,4.8275238205298,4.54826692932521,6.71867329850776,
BFA,,,8.43405095850513,8.23009726266009,8.2260092319516,8.30093341175064,9.36385408315384,5.55280133957615,4.1160184160377,3.8919152288174,6.32941906098936,5.69696647786706,5.51739119796339,5.25608554021083,4.60981968500959,3.96777779610206,3.87226459693549,
BGD,0.744172998256424,0.833568741419301,0.777142605494865,,,,0.451680313857429,0.475652503421882,0.359391213996615,0.380558123033202,0.414095692456031,0.465858683713146,0.429806120691127,0.568998349622867,0.888425160359535,0.809009437610101,0.869641802916597,0.566327447584205
BGR,20.4601215806347,20.0554665428952,18.956278381681,16.2671910414176,15.898520605305,15.9363064687592,18.3667072497138,15.0451175688797,12.6266818801973,12.1693048801209,12.2567548337751,12.107981325087,11.0135286135671,12.0416382898551,11.700003186576,11.6359780486734,10.9738397015443,4.4878009199491
BHR,15.1115281177845,14.5500581370335,11.96543166416,11.4031998429903,10.70787379804,9.07618689715646,11.9262997459779,12.0970995091477,7.69632694692675,5.57801148198953,5.49806203061758,5.96523469895505,11.0201855787673,16.9076167790564,16.3875179111606,12.7974717255828,12.8410528644105,2.8192796039686
BHS,71.3367376138063,69.7031827568215,68.0057228735344,65.8041419025232,64.6239816329506,61.7523353442159,66.1432476563242,67.5530223954383,64.830318588268,63.4761774966965,63.5659709984739,65.6410997354632,74.7650126305565,79.6401910996496,78.4280042032136,79.0423234348995,80.3665977076924,59.6415016945382
BIH,18.3762464239741,17.1851783750321,15.7155037651777,14.5537224660284,18.751796334078,17.6654567203615,16.9954313300686,12.9945518614037,12.0721598412807,12.3245551101037,12.2606020299194,11.9707255671719,13.7868281061514,14.2284218174096,13.2388219642828,13.3489974548187,14.9415126713494,6.23963753418712
BLR,3.11537931351376,2.41705559895573,1.97305018732572,1.85912384732003,1.78246486237064,1.61406916493304,2.31293187737764,2.26659986161811,1.60368912904867,1.89840272322598,2.62063180803192,2.83569564455593,3.0833290213398,3.39851319216774,3.07279056930652,2.88872380393586,3.0732652132584,1.45764753974913
BMU,,,,,,,,,34.0033374817688,32.0028216177639,32.1341954450969,30.1131607820524,29.3746488022621,33.4984494333093,36.768647026416,36.7693778947101,37.4442084186179,9.14979233689066
BOL,12.3903414270829,11.0459922924687,10.5202395482619,7.58733176382884,6.57956418055465,4.30011205533162,5.63540062910224,4.95831873157211,5.46976781553208,5.14766078759703,5.01072114081013,5.32798244673039,8.15922530589007,9.99433588664424,9.67796798022094,9.11625589534539,9.5121215909095,3.2671447948785
BRA,3.24151253111416,3.14827114349648,3.12968123280917,2.94455719031668,2.89749777714084,2.70071361922543,3.15296666849409,2.38780996322713,2.18270812184241,2.36385346456736,2.43030696890982,2.81057483736662,2.79710019515713,3.04296962008381,2.45763404036542,2.31171871170052,2.36722703835755,1.30098331145026
BRB,57.645638722998,57.4972252143382,51.3432413790437,52.1893500202474,55.1778861480774,53.4153806958399,56.739552501502,50.6646940966493,46.1736505883395,45.4128556450077,42.1637035293263,38.8232754216893,41.3014884917942,44.4375926721103,,,,
BRN,2.55127870024987,3.22461510483073,2.78544568497019,2.67575338155561,2.73958466327967,2.0925295914791,3.14092381811783,,,0.688381672629226,0.778711025555068,0.677052870150109,2.17032048002913,2.69559872936182,2.93739646911656,2.69850388505865,,
BTN,,,,9.89723147712316,7.38133124336011,7.19052710957429,8.88085783316006,10.8385467918403,10.1935004627042,12.7565989783949,17.3706157212812,15.019453776963,16.9744195442212,21.6396462689995,21.3583651882374,15.4018063887953,15.4335056583194,10.6777751698148
