country_code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
AFG,,,,11.1756985395358,9.51805645916237,39.6170926957008,28.9610738294683,31.4070789186444,34.9543890180485,25.1610126462254,22.7584098749398,15.0572680962239,18.512122705048,,
AGO,14.6242870257498,1.80342566809533,2.9126617076595,7.67214393592797,10.5923794552302,13.4214454658664,8.53505281459391,8.4992295807743,7.26333885093356,6.77536513441773,11.6156084530175,13.3061631366466,4.0743282945674,3.82695109784565,
ALB,4.63509497770525,5.18087021592721,,,,,,,5.10959278008095,4.39538989399097,3.91292712212039,4.03415095624254,4.10937895443584,3.87777346909531,
ARE,,,,,,,,,0.412299042980391,0.408499039130461,0.152314306027119,0.38138494811869,0.632032123484889,0.615863933431496,
ARG,0.206703604787855,0.334188666467676,,,,,,,,,,0.677170009895398,0.538846944140625,0.519633214528805,
ARM,,2.80978622134575,2.83901128856196,3.52090435314525,5.70289418856366,2.69934413965073,6.73533143592334,5.52529516897955,4.61081209136521,3.05897593567314,,2.76987680740587,3.37031298905717,3.30105850193994,
AUS,0.000310668054607849,0.000402041919293036,0.000721493081143929,0.000822441313144955,0.000799340326145545,0.000827887412059215,0.000958110605252247,0.00112456893313154,0.000978880681029129,0.00092201303625283,0.000584412247417664,0.000831096463338154,0.000901016830186588,0.000842806080411891,
AUT,1.13189416627969,1.16533211720061,1.67853663474849,1.533544169632,1.87407364279284,2.02349728702826,1.96025399794601,1.92900469655893,1.83694528400985,1.70792825950811,1.79136006278419,1.63955435894753,1.68782748214077,1.75368660899452,
AZE,,,,,,11.2277388557249,10.2405797508532,10.5173672436124,14.1595944856188,13.1377674508665,14.6027981162559,13.1726146802205,12.1454578889298,,
BDI,,,,,,,,26.9345997896081,21.0176575278042,12.5069447374191,11.4679429692711,,,,
BEL,0.260099388265015,0.241931381239183,0.220586148260727,-0.0666458558548861,0.280630663796433,0.39358270283056,0.415747743467797,0.348142177234816,0.402117095019504,0.414966531755715,0.348084962531958,0.241629817193523,0.217284580471581,0.235420642565088,
BFA,8.33018414216829,10.049000541441,9.96747223359363,10.5513715702077,10.5018130824132,7.71151692934246,10.290332367781,11.0422415220225,9.40013436526587,9.74686851825957,12.9280806162911,8.04897655175428,7.16124882175497,6.92165005089333,
BGD,1.93453580929271,2.08714485486337,2.19397856250239,2.00285333295384,1.58018516561577,1.30275430098069,1.46253882228732,1.69583864707757,1.709011553251,1.98452235094075,2.15795645679271,2.56866321186144,2.33594117122002,1.98629833755905,
BGR,2.57570089080679,2.72655979737725,2.6332553761131,2.94013986903106,3.67078477741249,3.63222263128325,3.00108367603737,3.13406896647868,2.32672835778713,2.01062819389482,1.84966405592628,1.95122532659483,1.76963991603301,1.49337218439219,
BHR,3.53014915480545,2.08313951371838,3.97523670026515,6.160145678441,5.5584249640168,5.99764153383054,4.41774099483233,7.49624220536658,4.20805223943627,,4.15315189930152,,,,
BHS,0.764366539685618,1.07892734523135,0.983103230922511,1.36203004745629,1.47219810252827,1.62337070112103,1.39818232090692,1.51019834068956,1.92682551425209,1.96800492518936,2.22283037380481,2.25271320654997,2.3427034158963,1.95883389668883,
BIH,,,1.24954470244812,1.45047486244202,1.81161416122239,1.78007590599088,2.097147814593,1.56793371650141,2.09976358247651,2.2282859744724,3.39623003295822,3.75595379770414,1.45888651726517,1.79709678423386,
