country_code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
ABW,1.20864669229664,1.2100687639289,1.23273705485902,1.23752658220065,1.26713820676087,1.29617578209626,1.3101724000677,1.27860494943579,1.30294060707092,1.31876661849032,1.28702435899103,1.3117209860102,1.36631378592424,1.36001458924542,1.35663664340973,1.37060558795929,1.42321181297302,1.4119086265564,1.36395359039307,1.31338022439978,1.35282116097067
AFG,10.0699941213408,10.9116040744157,11.734434845685,12.2029654394043,14.5576162881187,14.5818363062911,14.1789193737253,14.5430529449813,16.6134779097919,16.9302950898685,16.8815458389923,16.1278038080551,15.8235824504332,15.9236559656703,15.4202070236206,14.8562349775318,15.026434394062,15.3352430921872,14.5879421234131,14.8979708918234,14.8064047847023
AGO,19.0953840282217,24.8142889190695,34.2551043285729,38.9179279232466,39.5238764881785,46.2861805788587,38.2914517652444,50.0401515858716,64.6057510375977,66.0171856203882,66.6955727425879,66.0018757612622,69.5859035283092,82.8633266447229,95.8372421264648,111.44181060791,124.439605712891,146.909133911133,174.090515136719,184.78513787293,209.794208294387
ALB,44.5907216865,44.8972668606,45.5272337344,44.4126252798,44.6245971535,44.5611852862,44.3395832175,44.203598361,43.857863614,43.655318673,44.113634693,42.8940359622,42.6942359248,42.3856711894,42.2553536341,42.3029619306,40.550443472,40.2105668625,41.16525564,39.7985192496,40.5888236494
AND,0.731844152633359,0.734362308948578,0.736218215382524,0.738884638468648,0.742495774224206,0.745028111260702,0.741439506700603,0.735279068191937,0.721833616085222,0.709874590845914,0.701125997364309,0.688545090496818,0.68672048337722,0.682621757493286,0.678233981132507,0.656328009600346,0.64122788740431,0.627878780205223,0.604573547840118,0.58824818501934,0.603563370465285
ARE,1.1962031979533,1.26390983773052,1.42801276553949,1.55100337264104,1.69936532606684,1.97623832663505,1.66591143850828,1.91794288356119,2.12660837173462,2.1879699726825,2.2341905856946,2.21351673547793,2.22924693053669,2.24174884422555,2.28525042533875,2.23515868186951,2.1137228012085,2.08898448944092,2.36256718635559,2.48386988256842,2.36632559202145
ARG,0.894793043866859,1.03137254895247,1.10319436907139,1.21724697693468,1.36219731625794,1.64611838127021,1.88761027800031,2.25500157954386,2.73312783241272,3.22003163590423,3.94556760852856,5.46151378584004,6.88258971224653,9.32211732577767,10.2927856445313,13.5268135070801,20.3836688995361,26.8871841430664,38.783332824707,61.4990445368968,139.721870365667
ARM,133.07158068635,137.723110031677,137.82099484297,139.872156676169,142.008340437229,147.668868140239,150.428718172771,160.168589749083,163.650009155273,157.763327428082,159.440560466033,164.557666539169,172.04720077425,160.208207872256,154.786590576172,157.376907348633,147.486145019531,141.940551757813,148.241226196289,149.426272929492,148.09152970721
ATG,1.64041179431327,1.63499220031616,1.65942657028891,1.62787856227757,1.65425645842613,1.69987311350405,1.70821976019476,1.7148056676352,1.69137668609619,1.83504087686813,1.86755989889067,1.93511005167144,2.06855869734309,2.09674444871081,2.13833737373352,2.01181793212891,1.92162227630615,1.85506355762482,1.81939482688904,1.8086848408766,1.82975886781575
AUS,1.351978,1.36477,1.388356,1.402633,1.42652,1.479073,1.442566,1.503623,1.511052,1.540115,1.447123,1.452489,1.474079,1.450156,1.477553,1.470403,1.459253,1.431163,1.395724,1.359891,1.366149
AUT,0.888119,0.878053,0.881939,0.86003,0.867981,0.854424,0.843756,0.842336,0.831374,0.813648,0.797081,0.798797,0.798599,0.776931,0.775009,0.765403,0.738332,0.728799,0.72035,0.700477,0.735286
AZE,0.187045258533117,0.198999353638392,0.221358423758216,0.239004127249687,0.281634874175614,0.353063380985541,0.284772316902971,0.319464641974473,0.383509784936905,0.368202768426652,0.357812484388613,0.352385193609108,0.373831913649521,0.426016726419135,0.498603373765945,0.52723491191864,0.48993256688118,0.474218666553497,0.457138150930405,0.585754826812667,0.51335400569404
BDI,226.845890543746,249.946142031349,288.009559179155,287.344126517561,302.910555519652,369.150296308552,405.259412768258,434.673393094837,461.509124755859,523.127232295531,531.306915880677,534.965252683798,553.845954285664,564.395746237552,626.167602539063,605.947692871094,582.1962890625,595.613830566406,609.599182128906,673.343327792426,723.894519014926
BEL,0.876064,0.888301,0.891788,0.874274,0.878774,0.86694,0.850135,0.836717,0.831911,0.822137,0.806166,0.800214,0.799784,0.781011,0.775634,0.766407,0.735832,0.716165,0.719916,0.708092,0.732409
BEN,212.864735100173,208.886049526789,211.231836670695,209.204185566674,204.48049724605,213.52311313954,217.603804391383,216.884872156376,220.433578491211,233.186138874214,229.86160117805,222.692274402436,217.456302674407,210.711777650076,212.266235351563,215.738403320313,210.404876708984,212.435317993164,211.106674194336,205.213273929683,204.79149665514
BFA,202.478318510018,197.354818297285,198.51046997701,191.295449980529,190.891457552132,204.437810983492,208.072223137848,213.343820810754,223.115814208984,237.592242168192,228.405864984516,227.32319645766,220.230356318142,209.026483556174,201.595275878906,208.284194946289,200.763061523438,199.51708984375,199.724746704102,197.41201550867,194.362478765867
BGD,16.951200305994,17.2603901696296,17.5032087653344,17.9772956309072,18.6357622215063,19.72075153848,20.9256676357966,22.1515314630556,23.4095554351807,23.7354995191658,24.8574730785962,25.6504046099574,27.0466120505002,28.1895707253508,29.3513450622559,29.397891998291,29.595682144165,28.7098007202148,28.296688079834,27.7471652200219,28.6306777887607
BGR,0.559798375026,0.580229538168,0.59649810996,0.61823139561,0.65628201991,0.677679452542,0.693220992752,0.67705261299,0.701075254732,0.6928177846,0.68000565204,0.661230551967,0.678517026112,0.666662624208,0.676277709514,0.680103207,0.6758060408,0.67520433825,0.69262571025,0.72707193788,0.76606472007
BHR,0.119901246526769,0.129594776915517,0.142913587245963,0.150897207249131,0.159310215856101,0.174062293244599,0.150516385154218,0.166564576201018,0.178678497672081,0.175286383568788,0.180218320384915,0.183168477622234,0.18578421233034,0.188678214863324,0.185696244239807,0.190370857715607,0.181090995669365,0.171287223696709,0.185745358467102,0.186993400229693,0.173018958851266
BHS,0.9752931348475,0.96110296366561,0.979000300688213,0.957578179746912,0.9598036940705,0.955678288175315,0.939976234391196,0.925044271536539,0.89856344461441,0.919978032159248,0.912468042625818,0.918396825378532,0.955871813530898,0.94831266986888,0.929797828197479,0.926608264446259,0.931452453136444,0.962290525436401,0.977568686008453,0.95175889800959,0.976986677146743
BIH,0.716713932231,0.714357633878,0.723430273476,0.718467751428,0.73091360532,0.752856193166,0.735220950587,0.73237192821,0.718162037248,0.70594187344,0.68615402962,0.687206542404,0.693905062736,0.675564768998,0.680662058171,0.674439974712,0.6510743712,0.64298452725,0.65968636165,0.67405914881,0.69620010551
BLR,0.0506992845182614,0.0605667173047672,0.0698668876275837,0.075061826719494,0.0824894594797871,0.0980983209106866,0.106523893942118,0.117179961151913,0.196053221821785,0.320005868272162,0.373530841732445,0.447961900499018,0.524063800819057,0.562285911430173,0.607136130332947,0.647122502326965,0.641350507736206,0.641749382019043,0.688632726669312,0.738484639276128,0.76535733770338
BLZ,1.11973069897718,1.1137624685473,1.11233688440813,1.11382183290705,1.12571859854021,1.14426064254094,1.10860058059705,1.11991766304351,1.15122830867767,1.23238351604957,1.25077793313604,1.29150204825605,1.29049548931782,1.30670152863667,1.3314516544342,1.26605069637299,1.17554986476898,1.08695876598358,1.04862034320831,1.04982398779617,1.07932602259569
BMU,1.23163181813053,1.25565604819029,1.29981316448975,1.32873082858895,1.37873985659276,1.42178482543072,1.42781583983434,1.44221788986168,1.39679682254791,1.44923890256807,1.42204865225408,1.40246737743196,1.38070297151496,1.35237412323767,1.31113624572754,1.3166686296463,1.2727233171463,1.25638365745544,1.22146320343018,1.15087209332994,1.15651546560852
BOL,1.88925510497173,1.9863702280674,2.04040062900577,2.24981384645936,2.35197938157709,2.54706802943609,2.47019598221038,2.65475475405642,2.98091197013855,3.03348120528034,3.00953763550479,2.98222152129765,2.89461967008556,2.77929957475478,2.68458724021912,2.70201420783997,2.63906097412109,2.58266496658325,2.473956823349,2.42765468565213,2.33149271757576
BRA,0.970343048282448,1.0181847510778,1.0605939083,1.09856354092293,1.13845673015531,1.21498747296503,1.29585280198645,1.38813702347076,1.4732164144516,1.60913586532018,1.70855542893458,1.82485052496386,2.00586931129873,2.15597159643949,2.2096791267395,2.19759154319763,2.21644520759583,2.26491117477417,2.37927412986755,2.41127335878037,2.43595911597318
BRB,1.52602710154304,1.57267553765384,1.62653785537914,1.64251441326218,1.73691453832432,1.73487347729642,1.6926902337505,1.98765284723061,2.01888704299927,2.12232563534746,2.1447779998279,2.17185445575247,2.12912761290443,2.11681498966242,2.20044374465942,2.16222667694092,2.1943838596344,2.31882476806641,2.38420343399048,2.24033367730491,2.2313319471701
BRN,0.452388589630197,0.513416284215237,0.599876336898642,0.639799772374311,0.652181180614693,0.742362438619815,0.577416894995561,0.598894488572274,0.70520681142807,0.672622863568453,0.661425097248016,0.639973852632925,0.671476413971766,0.649816136215978,0.627636611461639,0.641614973545074,0.598504781723022,0.530513346195221,0.532498598098755,0.617532002042096,0.519210636342662
BTN,12.0808040895116,12.2757167574464,12.6737069698316,13.1029454410444,13.3554024614076,13.837521613764,14.36113064259,15.3701847822473,16.3968048095703,17.1400516003125,18.1194232386187,18.6523909843043,18.5540349498169,18.7895935012333,19.1576099395752,19.4274578094482,19.5122108459473,18.9579467773438,19.6103916168213,19.3660841519664,
BWA,1.96263006397464,2.10386463703119,2.35551238003366,2.45580974348734,2.5351905029925,2.7203929946262,3.11221979834328,3.31109427032117,3.65465807914734,3.95658512784439,4.11087054651643,4.26111911097054,4.39801690629992,4.53364620382533,4.68247842788696,4.78663778305054,4.83345651626587,4.73711633682251,4.81988048553467,5.15677750735193,5.08342112692872
CAF,249.070423143613,231.779476354795,234.145876340802,234.714204562448,232.723708534971,244.483247535914,244.713712748517,251.957359880115,256.761352539063,261.701440157196,253.518099981081,289.523862798561,281.678445462478,277.77130437401,284.033508300781,279.155090332031,267.258697509766,249.863265991211,241.880676269531,239.258073729447,238.799784946826
CAN,1.225714,1.232662,1.213644,1.205365,1.212099,1.23439,1.202244,1.22182,1.239904,1.244607,1.224,1.230358,1.248004,1.207045,1.212304,1.206524,1.21786,1.201689,1.163492,1.151671,1.13542
CHE,1.715154,1.691758,1.686548,1.598858,1.531784,1.493049,1.470105,1.466316,1.397498,1.354072,1.312477,1.281761,1.235456,1.201964,1.187726,1.178866,1.133809,1.104751,1.056712,0.986913,0.999013
CHL,308.248336,321.277808,333.69,318.574722,323.878962,340.400833,354.325885,359.83702,348.016847,347.228507,349.680536,367.213907,391.360578,397.250703,397.689401,396.229413,397.674408,409.841785,423.013786,436.527891,437.098886
CHN,2.70780633086937,2.8202147826977,2.84122348444269,2.8644505497553,3.00502265578378,3.17804290931974,3.15194327094518,3.32839098048215,3.5244677066803,3.54027676875805,3.62119296067598,3.69370698094559,3.78151493601969,3.87428963630967,4.04005241394043,4.0940899848938,4.05960941314697,4.01465654373169,3.98740887641907,3.78992440446938,3.636979368794
CIV,238.297129111838,226.247701126603,222.224137545102,218.506961764873,219.313877483348,226.729055540373,228.060807057321,228.738872834181,236.910583496094,240.008982097851,243.763112885742,241.335175375635,243.635291074975,243.626233914782,243.185577392578,239.319000244141,227.483108520508,226.308700561523,225.288803100586,214.682361224885,213.281617151658
CMR,241.999190722168,235.990752094246,231.921682643833,230.157447632777,225.185978487995,231.844405993085,238.726535136115,237.483317188629,238.707077026367,241.808186611456,240.315622778342,237.978546205408,239.178321644092,235.558761961864,230.585388183594,223.165771484375,214.872512817383,205.106994628906,193.458953857422,192.920043327361,194.896445831458
