country_code,2017,2018
ABW,,24.0
AFG,,4.0
AGO,,53.0
ALB,,44.0
AND,,0.0
ARE,,20.0
ARG,,42.0
ARM,,3.0
ASM,,12.0
ATG,,31.0
AUS,,125.0
AUT,,11.0
AZE,,14.0
BDI,,17.0
BEL,,13.0
BEN,,40.0
BFA,,4.0
BGD,,29.0
BGR,,22.0
BHR,,14.0
BHS,,43.0
BIH,,36.0
BLR,,2.0
BLZ,,45.0
BMU,,27.0
BOL,,8.0
BRA,,93.0
BRB,,29.0
BRN,,14.0
BTN,,3.0
BWA,,2.0
CAF,,3.0
CAN,,44.0
CHE,,9.0
CHL,,27.0
CHN,,136.0
CIV,,59.0
CMR,,122.0
COD,,94.0
COG,,57.0
COL,,99.0
COM,,11.0
CPV,,35.0
CRI,,64.0
CUB,,44.0
CUW,,28.0
CYM,,31.0
CYP,,24.0
CZE,,2.0
DEU,,24.0
DJI,,23.0
DMA,,31.0
DNK,,18.0
DOM,,29.0
DZA,,41.0
ECU,,61.0
EGY,,58.0
ERI,,29.0
ESP,,83.0
EST,,5.0
ETH,,14.0
FIN,,6.0
FJI,,20.0
FRA,,53.0
FRO,,13.0
FSM,,25.0
GAB,,72.0
GBR,,48.0
GEO,,11.0
GHA,,58.0
GIB,,18.0
GIN,,76.0
GMB,,35.0
GNB,,41.0
GNQ,,44.0
GRC,,80.0
GRD,,29.0
GRL,,9.0
GTM,,41.0
GUM,,14.0
GUY,,33.0
HKG,,15.0
HND,,45.0
HRV,,64.0
HTI,,30.0
HUN,,9.0
IDN,,166.0
IMN,,2.0
IND,,227.0
IRL,,28.0
IRN,,47.0
IRQ,,19.0
ISL,,16.0
ISR,,50.0
ITA,,52.0
JAM,,30.0
JOR,,20.0
JPN,,77.0
KAZ,,14.0
KEN,,74.0
KGZ,,3.0
KHM,,48.0
KIR,,14.0
KNA,,30.0
KOR,,28.0
KWT,,18.0
LAO,,55.0
LBN,,28.0
LBR,,64.0
LBY,,32.0
LCA,,30.0
LIE,,0.0
LKA,,57.0
LSO,,1.0
LTU,,6.0
LUX,,1.0
LVA,,6.0
MAC,,9.0
MAF,,31.0
MAR,,54.0
MCO,,15.0
MDA,,8.0
MDG,,111.0
MDV,,24.0
MEX,,181.0
MHL,,18.0
MKD,,13.0
MLI,,2.0
MLT,,22.0
MMR,,53.0
MNE,,32.0
MNG,,2.0
MNP,,14.0
MOZ,,72.0
MRT,,45.0
MUS,,21.0
MWI,,36.0
MYS,,87.0
NAM,,33.0
NCL,,37.0
NER,,4.0
NGA,,74.0
NIC,,40.0
NLD,,15.0
NOR,,23.0
NPL,,7.0
NRU,,11.0
NZL,,38.0
OMN,,36.0
PAK,,46.0
PAN,,57.0
PER,,52.0
PHL,,91.0
PLW,,21.0
PNG,,61.0
POL,,8.0
PRI,,32.0
PRK,,20.0
PRT,,67.0
PRY,,0.0
PSE,,2.0
PYF,,28.0
QAT,,17.0
ROU,,22.0
RUS,,39.0
RWA,,7.0
SAU,,41.0
SDN,,32.0
SEN,,58.0
SGP,,29.0
SLB,,24.0
SLE,,57.0
SLV,,17.0
SMR,,0.0
SOM,,31.0
SRB,,15.0
SSD,,0.0
STP,,25.0
SUR,,32.0
SVK,,5.0
SVN,,33.0
SWE,,15.0
SWZ,,5.0
SXM,,31.0
SYC,,24.0
SYR,,51.0
TCA,,30.0
TCD,,1.0
TGO,,38.0
THA,,106.0
TJK,,5.0
TKM,,13.0
TLS,,13.0
TON,,16.0
TTO,,37.0
TUN,,39.0
TUR,,131.0
TUV,,13.0
TZA,,179.0
UGA,,60.0
UKR,,24.0
URY,,45.0
USA,,251.0
UZB,,7.0
VCT,,29.0
VEN,,45.0
VGB,,31.0
VIR,,29.0
VNM,,83.0
VUT,,18.0
WSM,,16.0
YEM,,40.0
ZAF,,121.0
ZMB,,20.0
ZWE,,3.0
