country_code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
AFG,64.1762314183241,63.8266086780653,63.3190255280017,61.5146494273075,58.0837850174423,54.1911438080183,51.0014373086482,49.6793770289443,61.8170559083924,70.9223165078033,73.1318159038053,77.1437275538632,73.4908176326415,72.7659101386992,65.8623470043896,67.2271774798558,58.3308722306744,46.0870936659706
AGO,23.9811124380809,24.1057819741159,24.1638073837181,24.1729316066879,24.1741901310537,24.1723114771848,24.1720241654505,24.17805671622,24.337940171596,24.4804929012722,24.5386584342125,23.9455836380328,25.0021502571501,25.1807008149163,23.9591508117097,24.2650153621146,24.5988113283925,25.1452381976267
ALB,22.5934493496412,22.6759229494045,22.7081299710953,22.5109695957413,22.0412299650015,21.4806685713767,21.0110429073679,20.8141104654758,22.7999042481871,20.9627204112539,19.4075322522058,19.3679442180935,19.121557306579,17.602163992984,18.5552438171978,19.0461862321065,15.70470712234,15.7070036417042
AND,15.3456971177959,14.9275487539332,14.5249335007286,14.0587152187082,13.4952355101681,12.9498851880477,12.5380550652865,12.375135954824,13.4732948489243,12.2593146393596,11.2698563251216,10.4359992732348,11.1088936507291,10.1068248002358,10.0219190390452,9.89580638748632,9.01087465277866,9.08028059086901
ARE,44.1670264514498,44.1262227149214,44.0574059915013,43.8330832135241,43.4209615076897,42.9575623148493,42.5794070758541,42.4230172315555,46.4897172925459,49.8585704896572,43.6717315179427,38.4444708976302,48.347575903809,43.0819708202795,44.2485056396036,45.9879061419392,41.955626323257,36.3055030826594
ARG,16.6435724137411,16.3426626515998,16.0193994250859,15.5877675221277,15.0427292384364,14.5043652786628,14.0927563474575,13.9279831494715,14.2389306717038,13.3571618542264,14.7643699932772,13.9500593062949,14.6245514656634,14.2700594540808,13.9690174802422,14.1850800443346,14.3996238920365,14.9081737974407
ARM,27.5378873564374,27.6753386119868,27.9304282644128,28.4040594680882,29.2219860543866,30.454755880876,32.172916805124,34.4470166846987,41.8107255386856,43.2896148307344,41.050500477264,38.639237611456,38.1148586893988,35.8609078798257,34.0153569947094,34.201366074335,32.6618235324139,30.5796334750125
ASM,6.72087595026364,6.6889612606458,6.65156107275977,6.59952143088147,6.52275564874038,6.41933230244101,6.28731996808785,6.1247872217854,5.78713264863392,5.89952284418671,6.0364805967779,6.38148164002644,6.34587688465646,6.92969282658657,6.92339918062073,6.98174556652016,6.72853173807719,6.71514739512663
ATG,17.9670703135057,17.6076585558302,17.4194576938711,17.4090026809689,17.4721028250109,17.5582313354589,17.6168614217745,17.5974662934196,17.2285490405827,17.5622893176979,18.0647918322846,18.1521399923532,19.7963197860936,19.9208792974299,19.0159494088973,18.9233007168875,19.0584631585727,19.6982695582914
AUS,7.13120227271499,7.02516378970128,6.98983894162423,7.04814950445881,7.16629810836131,7.30082270505242,7.40826124625286,7.44515168368333,7.32070663499973,7.53280029437137,7.4331406197536,7.38760302103561,7.18466162026884,7.20069562395068,7.4285359593217,7.74121920379958,9.33099031566264,8.25171746070811
