country_code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
USA,,,89.34377,,,,,88.38466,89.75284,89.29903,89.46575,89.86874,91.27156,92.18317,92.45022,,
UZB,,,,,,,,85.91028,86.60566,88.29952,88.51988,88.07015,88.74141,89.80656,90.85635,,
VCT,71.89572,75.54589,72.81704,,,91.41352,89.847,85.59002,,,85.54762,87.38822,84.82507,89.72899,90.47261,89.47196,
VEN,58.95968,61.33545,63.14279,66.58989,68.83938,69.97967,71.68989,71.94629,73.03338,74.79369,75.07477,75.72595,74.55316,73.3043,73.24477,,
VGB,,,,,,,,,80.07246,80.17795,79.1587,79.13165,79.98163,78.12074,68.10811,,
VUT,38.3202,40.60926,,,,,,51.60029,,,,,48.94452,,,,
WSM,,,,,,,79.78155,80.53411,81.10508,82.18894,,85.97104,85.50756,85.51776,,,
YEM,,,,,,,,39.72381,,42.33233,43.7515,,,47.59088,,,
ZAF,63.53457,65.07833,66.15872,,,,,,,,,,90.54401,,71.92661,,
ZWE,37.23859,,,,,,,,,47.8753,48.73362,,,,,,
