country_code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
ABW,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111
AFG,58.0838047927878,58.1512656578201,58.134400441562,58.123668031216,58.129800837128,58.132867240084,58.132867240084,58.134400441562,58.131334038606,58.129800837128,58.123668031216,58.123668031216,58.123668031216,58.123668031216,58.123668031216,58.2769881790166,58.2769881790166,58.7415482268525,58.7415482268525,58.7415482268525
AGO,35.6934306569343,35.5418304323414,35.4399614983557,35.4030640891955,35.4896927889629,35.4495869094409,35.7985080612818,35.9749739311783,36.3487607283228,36.3383331996471,36.4867249538782,36.6359188256998,36.7281623486003,36.7562364642657,36.7145263495628,36.7305687013716,36.7987486965589,36.8107804604155,36.8147910483677,36.8147910483677
ALB,40.9124087591241,40.9489051094891,39.3065693430657,40.8759124087591,40.8394160583942,43.1021897810219,43.8430656934307,43.8430656934307,43.8321167883212,43.8430656934307,43.3321167883212,42.857299270073,42.8576642335766,43.1277372262774,42.8569708029197,42.8496715328467,42.8467153284672,42.538503649635,41.471897810219,41.4452554744526
AND,48.6382978723404,48.531914893617,46.3829787234043,46.3404255319149,44.1914893617021,44.1702127659574,44.1914893617021,42.063829787234,42.063829787234,39.9148936170213,40.0212765957447,40.0,40.0212765957447,40.0425531914894,40.0425531914894,40.0723404255319,40.0002127659574,39.9517021276596,39.9068085106383,39.9068085106383
ARE,7.80061954379048,7.80061954379048,7.84286116586877,7.58377921712194,7.49929597296536,7.5978597578147,5.46184173472261,5.52379611377077,5.47029005913827,5.30413967896367,5.34215713883413,5.3858068149817,5.39003097718952,5.40411151788229,5.40411151788229,5.37524640946212,5.49704308645452,5.48859476203886,5.51339763446916,5.51339763446916
ARG,47.1749814557001,47.3186952120993,47.4737365211259,47.5533947944415,47.4910932549905,46.4235627710848,45.4302094866426,46.1389123357048,45.7919603608739,45.5813044224958,44.9219312381015,44.1959177327355,44.1239360687546,43.4324236577764,42.9825761047104,42.3614771494031,42.6057296222809,43.0005774859411,43.1099197570788,43.427782101736
ARM,50.7200561995083,52.8626624517035,56.3751317175975,61.6930101861609,61.5349490691956,61.4260625219529,61.3382507903056,60.9413417632596,59.6452406041447,59.1148577449947,59.1148577449947,59.0340709518792,58.8935721812434,58.8970846505093,58.872497365648,58.9146469968388,58.9041095890411,58.8689848963822,58.8275377590446,58.0540920266948
ASM,11.8,11.95,12.1,12.25,12.4,12.55,12.7,12.85,13.0,13.15,13.3,13.45,13.6,13.75,13.9,14.05,14.2,14.35,14.5,14.5
ATG,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455
AUS,57.2094294677375,51.4046574593546,53.3993725837314,53.27857542663,51.8536766332999,50.6733660492301,50.0184840477461,48.9920987204353,51.5628132199992,50.3854314463116,48.3937102169923,48.7383986566523,45.3144240657095,44.5399257932247,48.3406179391109,46.6580950127535,47.1237724290889,46.2524798427461,47.2592374954823,47.2592374954823
AUT,34.9640087251575,34.7479398933592,34.6194861851672,34.4558894813379,34.2959282598158,34.0450799806108,33.8705768298594,33.6791080950073,33.413717886573,33.1459040232671,32.9180804653417,32.8914202617547,32.9429229277751,32.3578526417838,32.1694134755211,32.1477217644207,32.1280901599612,31.5398133785749,31.5376684440136,31.4765838584586
AZE,57.5255287228379,57.5152409521966,57.5683522864747,57.5529121337899,57.5645354536543,57.5683493289119,57.5790951562538,57.6703445605885,57.691935444845,57.6870962278303,57.7045451795933,57.7005431692535,57.7017529003303,57.7355751784202,57.7956013645932,57.8253926004791,57.8278123260822,57.8382498850519,57.8415003024803,57.8402903811252
BDI,71.3785046728972,71.9626168224299,70.8333333333333,70.9501557632399,71.0669781931464,71.183800623053,71.3006230529595,71.3785046728972,71.690031152648,72.4299065420561,73.481308411215,74.5327102803738,75.5841121495327,76.6355140186916,77.6869158878505,78.7383177570093,79.7897196261682,80.8411214953271,81.892523364486,82.8079633956386
BEL,45.8972076616227,45.8675370059012,45.5939076253585,45.4950054396202,45.0631325618963,45.0103847295025,44.9543401575841,44.6938977351399,44.0345498302179,43.9125704678073,44.0609237464148,43.8894932911351,43.7807008868229,44.5323574984341,43.7477334915768,44.403633620831,44.4677641503247,44.7500918213419,44.7848757132551,44.5661441595068
BEN,30.7821656615821,30.6779443064917,30.8048244058177,29.6144554806669,29.9672224192976,31.7833628946435,33.170672224193,30.9253636041149,32.0979514012061,33.3912380276694,35.3010287335935,35.4549663001064,36.122942532813,34.3804984036893,36.3017018446258,39.5602039730401,41.071385242994,39.3140173820504,41.002345689961,43.0623652004257
BFA,42.385269005848,42.9073099415205,43.4256962719298,43.9294627192982,44.407644371345,44.9132383040936,45.4371067251462,46.0212825292398,46.7589671052632,47.3285230263158,48.1173768274854,48.686932748538,49.293038377193,49.8260445906433,50.3590508040936,51.1844543128655,51.6809108187134,52.1590924707602,52.6920986842105,53.243379751462
