country_code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
SUR,,,82.56368,84.50447,82.64389,88.44901,91.54072,88.62022,86.75953,87.12086,86.69654,86.34084,87.98828,89.14081,86.07316,86.02531,
SVK,83.61607,82.27864,83.00852,85.18724,86.94492,87.14783,85.7367,84.07748,83.26437,84.21212,84.54456,83.89503,82.57315,82.18406,83.09318,,
SVN,95.93885,97.98136,97.42762,97.06657,97.9324,98.08463,98.15806,98.42773,98.54252,98.53409,98.33088,98.14499,98.02977,98.11903,98.26288,,
SWE,99.102,96.88686,95.39294,95.0788,96.25158,98.43535,99.3342,99.38254,99.47861,99.60119,99.40873,99.46083,99.37978,99.34822,99.18177,,
SWZ,,,,,,,82.01758,87.79701,89.33158,88.30076,84.51888,85.23378,84.16842,84.2526,82.52357,,
SYC,95.14437,95.34027,95.48517,,,,,,,,95.25222,94.46217,94.64716,94.02944,92.02707,92.21011,
SYR,91.70143,92.51197,92.57075,89.91412,91.00896,91.75748,92.80847,92.96128,,,67.96461,,,,,,
TCD,57.40992,,,,,,,,61.66744,,78.09266,,79.09656,73.15289,,,
TGO,88.48861,89.11649,89.39777,90.3895,88.35913,88.98036,,,,,,90.31769,91.97388,89.86424,90.91577,90.73097,
THA,,,,98.9104,98.48923,97.95392,98.08255,,,,,,,,,,
TJK,96.93964,96.87739,97.6536,97.4457,97.44376,97.7042,97.39457,97.85753,97.5064,98.11614,99.21073,97.68778,96.75781,96.59387,98.28703,,
TLS,,,,,,83.02514,88.87547,89.50847,92.34176,90.89463,90.97639,91.41095,92.23375,92.10669,93.70257,92.30953,
TON,,95.44376,98.81118,98.696,,,,,,95.84091,95.69563,,85.94145,,,,
TTO,90.9853,91.66821,88.68652,,93.50621,94.42087,95.28803,95.28261,,,,,,,,,
TUN,97.86293,97.63585,98.74059,97.29862,96.12795,96.3229,97.53303,98.15464,98.82468,97.47715,97.80391,,,,,,
TUR,97.15144,97.47864,97.79379,98.05813,98.52059,97.74906,95.35128,96.08606,95.21277,92.722,93.15272,94.56716,94.63188,94.05097,87.90006,,
TUV,,,,,,,,,,,,80.24357,81.28773,76.2475,,,
TZA,81.60833,86.14656,90.85074,96.73047,,98.85617,,92.19632,,87.50078,83.95066,83.32041,,83.50466,83.58042,81.32921,
UGA,,,,,,,94.58442,91.5001,94.67256,,95.49324,,,,,,
UKR,88.57612,88.01456,89.53734,88.34219,87.75066,87.51849,87.92446,90.41149,92.43046,93.20535,93.39155,91.66472,,,,,
URY,,,97.34989,99.71355,98.25451,99.41225,99.37709,99.54073,99.39812,99.24681,99.49267,96.62933,99.45328,99.60035,99.3775,,
USA,,,94.77826,,,,,93.37426,92.44255,92.79303,92.80851,93.2305,93.8973,95.07325,94.62633,,
UZB,,,,,90.11097,88.69125,88.21265,89.1713,89.70999,91.43744,92.8049,94.09132,94.44588,95.11214,96.26941,94.59704,
VCT,97.84058,97.05687,96.01852,,95.72852,95.28182,95.53163,94.8599,94.74164,95.33527,92.18069,90.44287,93.19511,93.21147,93.58439,,
VEN,91.54203,91.64917,90.65024,90.74801,91.95035,90.00491,92.01323,92.48108,92.69816,92.49758,91.56032,91.1096,90.69857,88.88692,87.39174,,
VGB,95.21401,,89.76744,88.73293,96.55137,,93.49986,,90.92355,91.81669,94.10986,91.05875,,,,,
VNM,,,90.70151,91.78953,,97.42175,98.5813,98.01475,99.32474,98.05641,97.96511,,,,,,
VUT,98.51853,96.38513,98.90831,,,,,,,,,,79.84105,,,,
WSM,,,,,98.36925,,98.27358,95.36821,93.83626,94.79364,,96.01723,95.93403,94.86556,94.46785,94.41308,
YEM,71.35809,74.31382,76.71869,,,76.80185,,81.53256,,84.69055,85.43356,,,84.16556,,,
ZAF,89.12303,89.06283,88.64586,,,,,,,,,,84.35479,,87.01258,,
ZMB,,81.56315,89.74576,89.24665,90.45893,92.16696,87.28261,84.80889,87.93907,89.20566,86.61205,,,,83.16745,,
ZWE,88.9418,,,,,,,,,94.17241,94.14912,,,,,,
