country_code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
AFG,43.0159066808059,43.0159066808059,43.0159066808059,43.0159066808059,43.0159066808059,43.0159066808059,43.0159066808059,43.0159066808059,43.0159066808059,43.0159066808059,43.0159066808059,43.0159066808059,43.0159066808059,43.0159066808059,43.0159066808059,43.0159066808059,43.0159066808059,43.0159066808059,43.0159066808059
AGO,0.459175675675676,0.468,0.476824324324324,0.476824324324324,0.476824324324324,0.476824324324324,0.476824324324324,0.476824324324324,0.476824324324324,0.476824324324324,0.476824324324324,0.476824324324324,0.476824324324324,0.476824324324324,0.476824324324324,0.476824324324324,0.476824324324324,0.476824324324324,0.476824324324324
ALB,5.85791821561338,5.53323420074349,5.20855018587361,4.73018587360595,4.63843866171004,4.54669144981413,4.45494423791822,4.3631970260223,4.27144981412639,4.17970260223048,4.08795539033457,3.99620817843866,3.42007434944238,4.05947955390335,4.05576208178439,3.56133828996283,4.20446096654275,2.92193308550186,2.95910780669145
ARE,1472.05333333333,1669.36,1866.66666666667,1849.63636366667,1832.6060606,1815.5757576,1798.54545453333,1781.51515153333,1764.48484846667,1747.45454546667,1730.4242424,1713.3939394,1696.36363633333,1679.33333333333,1630.0,1667.33333333333,1628.66666666667,1587.33333333333,1533.33333333333
ARG,11.0833966376027,11.3113410647603,11.5392854919178,11.7672299190411,11.9951743461986,12.2231187733562,12.4510632005137,12.679007627637,12.9075342465753,12.9075342465753,12.9075342465753,12.9075342465753,12.9075342465753,12.9075342465753,12.9075342465753,12.9075342465753,12.9075342465753,12.9075342465753,12.9075342465753
ARM,28.808864265928,36.4922000291588,40.399475142149,41.215920688147,43.9131068668902,41.8865723866453,35.9236040239102,30.9957719784225,35.5445400204111,42.8779705496428,43.0820819361423,41.6970403848958,47.7037469018807,46.391602274384,41.7699373086456,39.5684502114011,41.7699373086456,41.2596588423969,43.2570345531419
ATG,8.9358975,9.37179480769231,9.80769230769231,9.61538461538462,9.42307692307692,9.23076923076923,9.03846153846154,8.84615384615385,8.65384615384615,8.46153846153846,8.46153846153846,8.46153846153846,8.46153846153846,8.46153846153846,8.46153846153846,8.46153846153846,8.46153846153846,8.46153846153846,8.46153846153846
AUS,4.09219512195122,3.94987804878049,3.80756097560976,3.56842479674797,3.32928861788618,3.09015243902439,2.8510162601626,2.67784552845528,2.6859756097561,3.22520325203252,3.89186991869919,3.75264227642276,1.8739837398374,2.15914634146341,2.45094336788618,2.50609756097561,2.14634146341463,1.76219512195122,2.32520325203252
AUT,6.48386363636364,6.46409090909091,6.44431818181818,6.42454545454545,6.40477272727273,6.385,6.36522727272727,6.34545454545455,6.27474747472727,6.204040404,6.13333333327273,6.06262626254545,5.991919192,5.92121212127273,5.85050505054545,5.77979797981818,5.70909090909091,5.70909090909091,5.70909090909091
AZE,129.611829944547,137.707948243993,145.409735058534,149.648798521257,148.921749845964,142.082563154652,137.276648182378,135.181762168823,139.199014171288,147.566235366605,147.800369685767,142.846580406654,144.041897720271,146.370918052988,149.353049907579,149.932224276032,155.144793592113,150.376833025262,159.801109057301
BDI,2.81570576540755,2.8,2.78429423459245,2.78429423459245,2.78429423459245,2.78429423459245,2.78429423459245,2.78429423459245,2.78429423459245,2.78429423459245,2.78429423459245,2.78429423459245,2.78429423459245,2.78429423459245,2.78429423459245,2.78429423459245,2.78429423459245,2.78429423459245,2.78429423459245
BEL,55.1597222225,54.1886111108333,53.2175,52.5004166666667,51.7833333333333,51.075,50.0166666666667,49.6083333333333,42.35,44.1666666666667,40.2416666666667,37.9666666666667,33.2833333333333,34.9420027083333,36.6006720833333,34.7916666666667,34.9916666666667,35.1916666666667,35.1916666666667
BEN,1.2621359223301,1.2621359223301,1.2621359223301,1.2621359223301,1.2621359223301,1.2621359223301,1.2621359223301,1.2621359223301,1.2621359223301,1.2621359223301,1.2621359223301,1.2621359223301,1.2621359223301,1.2621359223301,1.2621359223301,1.2621359223301,1.2621359223301,1.2621359223301,1.2621359223301
BFA,6.0,6.272,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544,6.544
BGD,,,,,,34.1619047619048,34.1619047619048,34.1619047619048,34.1619047619048,34.1619047619048,34.1619047619048,34.1619047619048,34.1619047619048,34.1619047619048,34.1619047619048,34.1619047619048,34.1619047619048,34.1619047619048,34.1619047619048
BGR,31.0062857142857,30.6378095238095,30.2693333333333,29.9008571428571,29.532380952381,30.5952380952381,29.1442857142857,28.3809523809524,30.4047619047619,27.212380952381,26.0380952380952,25.6,26.8066666666667,27.0904761904762,26.9428571428571,25.8333333333333,25.8190476190476,24.1714285714286,24.1714285714286
BHR,5967.5,5832.045455,5696.59091,5561.1363625,5425.6818175,5290.2272725,5154.7727275,5019.3181825,4883.8636375,4748.40909,4612.954545,4477.5,3977.5,3877.5,3877.5,3877.5,3877.5,3877.5,3877.5
BIH,1.0630985915493,1.06760563380282,1.06676056338028,1.07154929577465,1.09746478873239,1.10394366197183,1.21098591549296,1.22647887323944,1.19323943661972,1.23295774647887,1.22760563380282,1.16169014084507,1.17887323943662,1.18197183098592,1.12929577464789,0.87887323943662,0.86056338028169,0.848247887323944,0.863230985915493
