country_code,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
AFG,,,,3653.0,4759.0,3745.0,3557.0,3191.0,2466.0,2255.0,2448.0,3022.0,4274.0,,,,
AGO,,,,,,,,,,,,,,,,,23342.0
ALB,1417.0,2176.0,3005.0,2045.0,2088.0,1849.0,1886.0,2109.0,2219.0,2567.0,2679.0,2983.0,2990.0,2998.0,2757.0,3296.0,3365.0
ARE,7698.0,8778.0,9084.0,6963.0,8623.0,9644.0,11380.0,12784.0,15661.0,16625.0,16735.0,16285.0,17907.0,22593.0,19050.0,,
ARG,5956.0,6031.0,6032.0,4885.0,5400.0,5828.0,4928.0,5406.0,4699.0,4958.0,5885.0,6209.0,5667.0,,,,
ARM,2474.0,3290.0,3344.0,2575.0,2527.0,2640.0,3190.0,3180.0,3168.0,3493.0,3510.0,4443.0,6137.0,6877.0,5700.0,6768.0,11723.0
ATG,295.0,257.0,226.0,159.0,193.0,187.0,168.0,217.0,246.0,271.0,296.0,380.0,280.0,242.0,255.0,262.0,277.0
AUS,133756.0,157438.0,141827.0,145963.0,159246.0,166740.0,184237.0,201855.0,222294.0,241023.0,243105.0,249048.0,235684.0,223389.0,236447.0,300666.0,291051.0
AUT,3116.0,6725.0,6777.0,6183.0,6036.0,5458.0,5672.0,5986.0,7093.0,6301.0,5937.0,6039.0,5876.0,5943.0,5087.0,5657.0,
AZE,,,6153.0,4677.0,3541.0,4174.0,4661.0,7172.0,6803.0,5208.0,7219.0,11058.0,11611.0,15687.0,9165.0,11532.0,15497.0
BEL,20989.0,23256.0,23134.0,20260.0,23547.0,24829.0,22318.0,19241.0,24125.0,22148.0,28707.0,25233.0,25728.0,29247.0,32380.0,36842.0,47171.0
BEN,132.0,172.0,175.0,206.0,199.0,287.0,767.0,1060.0,1512.0,3110.0,3201.0,3377.0,3315.0,3632.0,4256.0,5985.0,5560.0
BFA,,,,,,,,,,,,2940.0,3416.0,,,,
BGD,,,,,,,,,,7556.0,8103.0,7629.0,4473.0,,,,
BGR,,,10930.0,8199.0,29969.0,36440.0,41169.0,40090.0,39394.0,42634.0,46965.0,46746.0,46131.0,43093.0,35099.0,39544.0,39989.0
BHR,1110.0,1416.0,1584.0,1127.0,1363.0,1207.0,1346.0,1433.0,1439.0,2121.0,5646.0,4994.0,4938.0,4310.0,3665.0,5563.0,7397.0
BIH,,,,1896.0,1939.0,1897.0,1828.0,1900.0,2192.0,2323.0,2814.0,2433.0,2493.0,2547.0,2229.0,2961.0,3195.0
BLR,1885.0,3820.0,5168.0,5714.0,6399.0,6063.0,7674.0,8983.0,7019.0,6095.0,6427.0,7861.0,8700.0,8697.0,7204.0,8127.0,7820.0
BLZ,,923.0,801.0,583.0,604.0,1000.0,863.0,801.0,655.0,675.0,701.0,777.0,763.0,769.0,671.0,1002.0,1123.0
BOL,,,,,,,,,,,,,3593.0,3806.0,3189.0,,
BRA,275465.0,308859.0,356382.0,368515.0,387213.0,401234.0,375108.0,384362.0,355472.0,349971.0,342939.0,370558.0,414854.0,484996.0,565429.0,745782.0,767491.0
BRB,,,,,,,,,,1105.0,1056.0,945.0,859.0,939.0,934.0,995.0,1028.0
BRN,,,,,,,480.0,475.0,457.0,573.0,760.0,798.0,731.0,745.0,316.0,,
BTN,10.0,10.0,18.0,12.0,15.0,22.0,71.0,23.0,24.0,35.0,48.0,68.0,43.0,50.0,42.0,45.0,40.0
BWA,6627.0,6963.0,8225.0,10955.0,11693.0,12353.0,16194.0,15092.0,18621.0,23512.0,26613.0,7142.0,7487.0,8468.0,11676.0,13710.0,14552.0
CAF,,,,95.0,109.0,125.0,169.0,87.0,87.0,138.0,250.0,265.0,340.0,319.0,335.0,,
CAN,,,,,,,,,,,,3052.0,47101.0,49356.0,52191.0,63456.0,60852.0
CHE,19471.0,21391.0,21733.0,20810.0,22139.0,23765.0,23608.0,24601.0,25085.0,24244.0,24135.0,25790.0,25637.0,26347.0,,,
CHL,,,,,,,,20671.0,51547.0,64781.0,76174.0,87553.0,101997.0,109419.0,134766.0,172046.0,145590.0
CHN,,,,,95252.0,102893.0,103532.0,117997.0,188558.0,210086.0,245321.0,229299.0,228559.0,211960.0,232064.0,,
CIV,,,,,,,,1410.0,3861.0,6050.0,8232.0,8331.0,10507.0,11577.0,11151.0,11017.0,19042.0
COD,,,,,,,,,,1701.0,1565.0,1464.0,2102.0,1480.0,1795.0,,
COG,37.0,43.0,45.0,47.0,68.0,55.0,64.0,66.0,51.0,92.0,86.0,95.0,113.0,109.0,132.0,,
COL,,,,,,,,60739.0,69179.0,60456.0,67997.0,66412.0,67560.0,73665.0,68491.0,78400.0,81834.0
COM,,,,131.0,181.0,136.0,121.0,136.0,102.0,182.0,245.0,159.0,132.0,83.0,250.0,318.0,339.0
CPV,,,469.0,804.0,923.0,1181.0,991.0,1041.0,1086.0,1372.0,3327.0,4483.0,5974.0,6093.0,4855.0,9190.0,7491.0
CRI,,,,,,,,10273.0,10965.0,13154.0,20693.0,17573.0,20758.0,16427.0,12686.0,17950.0,20733.0
CYM,12275.0,14235.0,11860.0,7859.0,8153.0,9059.0,8965.0,9429.0,11005.0,11860.0,11174.0,13046.0,16326.0,12817.0,11731.0,16748.0,11796.0
CYP,20280.0,29016.0,24453.0,16101.0,19278.0,19538.0,17999.0,10847.0,11169.0,11270.0,13645.0,13677.0,14526.0,12781.0,11053.0,,
CZE,16395.0,20938.0,22633.0,21717.0,22456.0,21173.0,21571.0,22227.0,24366.0,26068.0,27881.0,31195.0,30336.0,28758.0,26024.0,28756.0,27121.0
DEU,65447.0,65292.0,65812.0,74055.0,73966.0,71190.0,69332.0,68526.0,67458.0,69384.0,70720.0,71801.0,72844.0,73991.0,72774.0,82991.0,74773.0
DJI,,,,,,,,,,,,,,,1142.0,,
DMA,162.0,158.0,171.0,131.0,164.0,138.0,126.0,103.0,150.0,134.0,123.0,132.0,169.0,159.0,129.0,164.0,170.0
DNK,26471.0,28950.0,25624.0,16595.0,18056.0,17880.0,16961.0,16884.0,25958.0,30378.0,33765.0,36485.0,37196.0,33110.0,29502.0,32963.0,27333.0
DOM,,,,,,3257.0,7219.0,8131.0,8059.0,8367.0,9363.0,9597.0,10204.0,,,,
DZA,8868.0,7939.0,11111.0,10657.0,9573.0,12267.0,13989.0,14231.0,15583.0,14140.0,14816.0,16683.0,15708.0,14401.0,13981.0,16926.0,17867.0
EGY,900.0,1464.0,1917.0,1914.0,2364.0,2168.0,2591.0,2695.0,3175.0,3902.0,4413.0,5387.0,10411.0,13570.0,14337.0,19286.0,18587.0
ESP,141830.0,138879.0,99473.0,74333.0,75885.0,81027.0,84399.0,90373.0,91544.0,91750.0,98824.0,92613.0,93560.0,92010.0,77541.0,99159.0,96655.0
EST,12070.0,11599.0,9661.0,8183.0,9212.0,13141.0,13524.0,14242.0,13867.0,15005.0,16572.0,18461.0,19950.0,20899.0,20329.0,24728.0,20608.0
ETH,,,,,,8944.0,8807.0,10354.0,11588.0,13212.0,9125.0,11265.0,10935.0,14211.0,17499.0,19649.0,34327.0
FIN,10247.0,13948.0,14091.0,12254.0,12391.0,12744.0,12506.0,12441.0,11965.0,12625.0,13584.0,13848.0,15829.0,19592.0,21333.0,23109.0,20896.0
FJI,,,,,,,,,,,,,,1121.0,1320.0,1130.0,1352.0
FRA,136033.0,160375.0,161808.0,152302.0,163650.0,166653.0,159521.0,158875.0,165722.0,171984.0,199900.0,210288.0,222555.0,240113.0,237702.0,278530.0,
FSM,,,,,,,,,,,,,25.0,,,,
GAB,729.0,1019.0,1069.0,1009.0,1248.0,1251.0,1258.0,1421.0,1620.0,1544.0,1175.0,1192.0,1218.0,1475.0,1275.0,,
GBR,403860.0,452135.0,362322.0,364131.0,400867.0,453898.0,492754.0,522439.0,585672.0,611478.0,663616.0,632517.0,664974.0,684874.0,774854.0,766688.0,790311.0
GEO,6141.0,7713.0,8738.0,7781.0,11314.0,14172.0,15061.0,17856.0,18254.0,19491.0,21932.0,25911.0,25562.0,22936.0,18118.0,21680.0,20233.0
GHA,7651.0,9624.0,14485.0,15324.0,13760.0,15649.0,13154.0,,,,,27484.0,26402.0,25153.0,24875.0,25879.0,26354.0
GIN,,,,,,,,,792.0,1427.0,1852.0,2346.0,2929.0,3447.0,3497.0,4641.0,5026.0
GRC,,,,,,2257.0,3473.0,4894.0,5072.0,4746.0,5750.0,7733.0,9921.0,11980.0,12047.0,12895.0,14032.0
GRD,201.0,207.0,186.0,120.0,147.0,136.0,123.0,164.0,175.0,228.0,228.0,273.0,247.0,257.0,217.0,,
GTM,4830.0,4945.0,5490.0,5112.0,5049.0,5088.0,4182.0,4540.0,4708.0,4936.0,4878.0,5675.0,5497.0,6404.0,6229.0,8200.0,
GUY,116.0,23.0,30.0,142.0,119.0,229.0,327.0,348.0,316.0,227.0,440.0,469.0,589.0,885.0,819.0,,
HKG,81974.0,100761.0,98645.0,109424.0,139530.0,148329.0,150165.0,174031.0,167280.0,139209.0,144883.0,160229.0,151739.0,124741.0,99405.0,110840.0,104120.0
HND,,,,1868.0,2029.0,1966.0,1552.0,1618.0,1983.0,2478.0,2430.0,2427.0,2321.0,3149.0,2819.0,3447.0,3287.0
HRV,9913.0,10603.0,10156.0,7806.0,7139.0,7116.0,7949.0,14186.0,12964.0,12558.0,13502.0,14918.0,15585.0,14633.0,11539.0,13711.0,15309.0
HTI,190.0,201.0,199.0,301.0,383.0,,,,,,,,,,,,
HUN,22008.0,27335.0,43598.0,42046.0,44269.0,52217.0,32311.0,28207.0,24629.0,21256.0,22522.0,22926.0,24467.0,25571.0,25753.0,30794.0,27399.0
IDN,23535.0,24964.0,39302.0,29604.0,38106.0,43906.0,47714.0,51151.0,57926.0,57079.0,58426.0,,,,,,
IMN,3694.0,4112.0,4164.0,2136.0,2480.0,2265.0,2019.0,2202.0,2092.0,1960.0,1832.0,,1672.0,1543.0,1628.0,1727.0,1680.0
IND,49721.0,62919.0,70303.0,60813.0,86645.0,97405.0,103078.0,91841.0,69841.0,80546.0,93714.0,107492.0,117834.0,128565.0,142000.0,167606.0,173114.0
IRL,19075.0,18526.0,14590.0,13145.0,13793.0,14322.0,13774.0,15326.0,17547.0,19207.0,20754.0,22048.0,22217.0,22561.0,21679.0,25282.0,21263.0
IRN,,,,,,,,,,,,,,,36158.0,,
IRQ,3842.0,3585.0,5381.0,4786.0,2603.0,2017.0,2529.0,3140.0,1996.0,1841.0,2054.0,2826.0,2398.0,2547.0,1984.0,2437.0,3037.0
ISL,3234.0,3699.0,2598.0,2651.0,1639.0,1715.0,1781.0,1963.0,2063.0,2385.0,2683.0,2588.0,2312.0,2214.0,2501.0,3231.0,3052.0
ISR,14035.0,15680.0,14607.0,14462.0,16276.0,15833.0,14246.0,14201.0,15409.0,16587.0,17624.0,17213.0,17456.0,17303.0,16898.0,,
ITA,87113.0,90950.0,87665.0,83042.0,87415.0,80028.0,75646.0,83470.0,91583.0,99983.0,102135.0,110756.0,114939.0,110049.0,93103.0,113323.0,106479.0
JAM,1721.0,1775.0,1834.0,1719.0,1691.0,1598.0,1654.0,1582.0,1463.0,1806.0,2129.0,2335.0,2673.0,3528.0,3422.0,4331.0,4818.0
JOR,2387.0,2191.0,2513.0,2895.0,3286.0,3759.0,4141.0,4442.0,4356.0,3654.0,3659.0,4175.0,3499.0,3078.0,2778.0,,
JPN,3450.0,6187.0,5503.0,5884.0,7269.0,9246.0,11031.0,14729.0,19972.0,22387.0,23944.0,27442.0,29243.0,30733.0,33411.0,37275.0,37312.0
KAZ,12361.0,19739.0,13935.0,3240.0,707.0,14223.0,15404.0,19601.0,15072.0,10682.0,21583.0,28004.0,23464.0,32906.0,41211.0,,
KEN,,,,,,,,,,,,37733.0,44381.0,42085.0,49037.0,,
KGZ,3211.0,2906.0,3721.0,3161.0,2905.0,3433.0,3379.0,4035.0,4100.0,4499.0,4936.0,,,,,,
KHM,1670.0,2826.0,2744.0,2003.0,2572.0,3104.0,3385.0,2986.0,3850.0,4417.0,4238.0,5432.0,7007.0,9605.0,5824.0,,
KIR,4.0,3.0,2.0,3.0,4.0,3.0,5.0,2.0,2.0,3.0,4.0,4.0,2.0,,,,
KNA,398.0,341.0,376.0,285.0,305.0,197.0,202.0,230.0,224.0,210.0,126.0,146.0,262.0,106.0,104.0,,
KOR,50289.0,53227.0,50505.0,56337.0,60312.0,65110.0,74162.0,75574.0,84697.0,93768.0,96155.0,,,,,126487.0,113180.0
KWT,3289.0,3408.0,2391.0,850.0,887.0,967.0,1080.0,1373.0,1903.0,3449.0,5370.0,9679.0,18157.0,21926.0,10603.0,,
LAO,,,40.0,173.0,149.0,209.0,212.0,215.0,203.0,223.0,263.0,315.0,427.0,901.0,699.0,,
LBR,,,,,,15.0,30.0,34.0,39.0,21.0,31.0,32.0,58.0,84.0,73.0,124.0,73.0
LCA,484.0,579.0,582.0,427.0,399.0,369.0,379.0,237.0,307.0,367.0,332.0,322.0,350.0,308.0,244.0,,
