country_code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
AGO,-520.181044616697,-590.353277770867,-812.883915448714,-818.589834028409,-905.051352241387,-910.835918394143,-775.821353502783,-745.524556600854,-646.021743098799,-604.183229225818,-608.406709679259,-637.730286963911,-568.890997777471,-599.543341860681,-564.384879106892,-558.350771386648,-488.932842686293,-474.846560770552,-373.796632306382,-353.971819384273,
ALB,51.5567710161061,48.3698345059957,50.5736000967914,41.2400076668958,49.3498671390608,50.0620058023779,46.4105898436196,28.9622144211035,35.8947695672217,15.7172869864158,25.2004229154476,28.9119530198608,12.696461784444,20.2723546315076,38.8336005323813,21.2694877505569,32.2318027280548,36.4699774665314,24.1177519322935,32.276396797251,
ARE,-262.635909408767,-282.902083582046,-271.877260330466,-275.297889831981,-239.143526278874,-189.037429177801,-151.936703989788,-174.858852041957,-203.925954383789,-204.392627312405,-197.723542414887,-153.250707324208,-144.956335243698,-138.130060398239,-163.562735811068,-159.725700134966,-157.251588097578,-166.676304495143,-148.779300357276,-171.482371329992,
ARG,-40.3077373251896,-28.0318418904938,-24.0369585420304,-18.716216878307,-8.75840895532529,-6.2618363216528,-7.65587146065983,-2.40216761508806,7.23741684026606,8.11439908863806,13.9862181852131,14.0678103429199,13.5477809878759,11.9993689573056,13.2189146873857,8.60875532272658,2.49167707965442,1.24327307492309,5.97385287406835,1.97147207047313,
ARM,65.8698587202855,65.6861739120524,67.2370359807973,68.0247916141616,72.8092351995716,75.1401155903935,69.2562497712381,69.6401092559821,69.0180110458366,74.3403810595709,73.6822602294154,71.6592288400781,67.6293163476974,68.2448098805489,68.960568280661,72.731773920089,74.1707853018448,74.1472665445986,78.9045161126683,76.8721086405015,
AUS,-125.288697474724,-125.872031210017,-131.07466643319,-123.806910241922,-127.764290888944,-123.534610231999,-128.476617177707,-146.708346775748,-141.942926034157,-149.195380388504,-164.691774053304,-185.555789490717,-197.386842232292,-206.230251314561,-205.706925698633,-211.937722342575,-226.593268913591,-232.949923424868,-227.942246290955,-236.757245570621,-208.482901035791
AUT,72.0728608388597,72.736023673147,73.3959540550781,73.7930481260843,70.1725628388934,70.4770761184034,66.7103875594823,64.3155771593729,71.8927591559524,65.5205864272438,62.8835645832405,67.4888818013271,62.1474208451196,64.113786345696,65.9463812391604,66.5257775487766,74.4762818960772,59.7677413507257,53.1721029557628,77.1116794413931,63.7094477546893
AZE,-61.7063484269366,-55.1787255183956,-93.9516932270916,-182.88922536622,-323.147547736931,-326.673374876152,-425.320752038097,-457.069329810487,-377.980203781313,-326.999644782159,-326.528065401554,-312.699728361221,-311.372702565001,-307.157437510433,-278.235862973283,-286.420238991512,-272.931635186379,-273.079159360391,-285.377823945585,-261.802095083727,
BEL,91.4404517841402,91.7686025297236,91.8732672616677,92.466113707913,91.1428349762183,95.9508772708718,86.6028394359531,89.2262242348506,86.6358610199617,86.2151952055023,87.2250229637982,89.6077819029329,95.1795034937227,86.1517658972008,86.8686964627013,99.6080802390451,90.8459474995209,88.9392947183417,81.3617523482159,86.7437322290258,89.6534402275762
BEN,34.4706070799294,35.0894184206743,35.8470373520107,39.1079006187038,41.8017950914304,42.2565178740584,44.7166102966197,49.3056672564474,,,,,,,,,46.0416412011571,46.6336217616136,42.7567593162556,40.9031703802238,
BGD,19.9285740363967,17.7920645309499,17.9095538204646,16.1103486776302,15.8299464466906,15.4943288262154,14.7404722275885,14.4544547917684,17.4646380499939,18.3559167186151,17.9640543283116,19.6289634401405,20.4002085391355,21.6719159236748,23.889970217061,24.5741159464946,30.2974940894337,34.4620400337636,39.5900689972266,44.3070258449266,
BGR,47.4286426431466,49.0600986271616,48.0800794747752,46.8648591333487,51.98949515202,53.0049788983809,46.382604875906,40.8526500117372,37.2374823379259,37.3579601331171,39.0579554023486,35.7227464947575,37.1357262785313,39.3333599138788,40.2625252638165,37.3692429901366,39.3267472214842,38.9225662021478,36.9007848661703,37.9748347981295,
BHR,-88.2314317006482,-80.5343609637639,-60.6273168717627,-60.1153040957645,-53.5280275603182,-45.866587510058,-54.7283369953977,-53.4070568018658,-58.3146936157164,-56.7750937265929,-54.383115780032,-65.7183801660502,-57.3617376243512,-57.2901895719304,-56.809980288761,-53.6005426856606,-53.4306266212537,-51.9013900994723,-50.2263325786432,-45.4751316679306,
