country_code,2010,2015,2019
AFG,40.8191640676136,44.2190527205372,49.7810848710223
AGO,25.8443997114823,29.9384422979868,31.7494401531339
ALB,90.5993497247237,92.9178058274323,93.9408931427863
ARE,66.9737121941481,71.6400237119771,77.0996232320676
ARG,79.9626676608716,78.2957693035364,76.6944625404959
ARM,90.8004349005465,90.7738683089306,88.6277513245613
ATG,80.9807593437051,83.5051057233273,84.7928092808798
AUS,90.4568900838594,89.5734193050277,89.1143536670652
AUT,91.7936864361137,91.9487576964715,90.9847050700664
AZE,84.9605525199572,88.1960947386513,90.2481711224634
BDI,29.7279796994411,33.59066288402,36.7638905790271
BEL,86.4912296118674,85.9018536923863,85.9811278647269
BEN,33.9334140521826,36.8872587942422,38.9765291553727
BFA,27.0059366908127,32.3012217024077,34.7652014223855
BGD,59.4311989454775,63.7038514843619,70.2556717831391
BGR,94.8588737690579,95.1678185348543,95.3110776571572
BHR,83.4659429966405,84.4277939063933,86.0990092950325
BHS,74.1595133621496,72.6464497620165,75.4340380076986
BIH,93.344101873251,93.8700800763315,94.4236633469105
BLR,89.1114618287848,91.7818640866265,92.6768424325138
BLZ,62.2199218731043,61.6749641537824,65.2188110018724
BOL,64.6162738997523,70.2540013069343,72.6759001252702
BRA,73.0184281962182,73.369855341327,74.7376983511031
BRB,81.5377874670786,81.7714232670374,82.790270878622
BRN,81.7066076948468,80.1370601929221,84.6690303548102
BTN,63.5239192364032,69.4315555800482,72.7433195327289
BWA,38.1681160922247,44.5386614095687,45.7103277474811
CAF,28.6204147295789,30.3689737545268,31.9181186711719
CAN,88.7360795967705,88.6363987933695,89.8086329490656
CHE,90.6957485730542,89.7083775891724,89.5529243677502
CHL,83.4808943138178,84.6785711422917,85.1251257357857
CHN,86.4467666901341,88.3413091635005,89.6330763010546
CIV,30.0540830023275,32.9619530367746,35.6599009600282
CMR,31.3353581312445,33.4817708467219,37.7262566860188
COD,28.4470948046941,31.0491482539882,34.1320653169829
COG,36.7408231155986,36.348042882852,38.5735094747127
COL,68.3482972289314,73.3244708620116,75.6457144242242
COM,38.1365822132766,42.4693391511457,44.6818800906545
CPV,62.1703714159242,65.7525173788183,70.1204552332968
CRI,81.2426753069014,81.0247387375876,81.9929907443709
CUB,85.0240003075382,83.6672134750582,83.3072850613784
CYP,90.4474462803766,90.7245350697746,89.8616486277654
CZE,89.9221699012801,89.9278531709988,89.3967236941536
DEU,91.500669582915,91.0462466946146,90.5983327596301
DJI,39.8981942595174,46.312715142862,51.7746300342238
DNK,89.8342157756743,90.1347060017041,89.6578412938322
DOM,64.3635443434705,72.641001183748,71.9343488283774
DZA,74.8315188708989,76.9701279297424,79.3555504278759
ECU,69.9286421272243,73.8297049028354,76.2035026213013
EGY,81.9617087171341,84.1887281782163,85.6078303042361
ERI,42.8209945191882,46.5720444669907,49.4781866614906
ESP,91.8079354653356,91.2594543710255,90.7674536252155
EST,92.005940590055,92.8377821930748,92.1948909762529
ETH,32.7501686912737,38.2774493240118,43.2587026475636
FIN,91.4489463285919,93.3228448057592,92.9328258466129
FJI,83.9361708363845,84.1868223579273,84.7051796587893
FRA,87.1560813588257,86.829738874205,87.2761033734964
FSM,74.2664292932901,76.8663596898965,79.4845909465401
GAB,42.5783697143894,45.502949424311,45.0063092378199
GBR,89.3427633545594,88.4900017661646,88.1570765293416
GEO,92.3965711104472,92.4565350351342,93.3455004497632
GHA,38.5272085965894,42.8451174308924,45.3861391861051
GIN,29.1475524000434,31.5859447732273,33.2732838664995
GMB,32.5637311852131,35.4321333029728,37.0967169269006
GNB,29.5112890818905,30.2956418377657,33.173239929153
GNQ,30.6886669242047,32.7604028268351,32.7808875315218
GRC,91.2738889074434,86.8109194729314,83.2361672454401
GRD,84.9670600319015,81.9714660422648,82.8045358893799
GTM,54.5800602362564,60.9542203396235,61.5661164563163
GUY,65.6094943855358,67.2872967941811,69.648005383792
HND,62.6194172292613,69.4524016113305,71.4312565119184
HRV,92.7766093279369,92.7005529948632,91.5384707848712
HTI,16.3212192582758,61.0969736296395,64.7169351587221
HUN,92.9856166280788,93.3431936021452,93.8859147873012
IDN,69.0694680236578,73.0713752539611,76.3264256879934
IND,54.7948740551498,62.042953140371,65.9332019454579
IRL,88.5883114015248,89.9654186700796,90.4058687318321
IRN,74.6220121885318,79.2810327531216,81.3071549864524
IRQ,60.4232720654822,55.6317198717159,66.8927788998746
ISL,89.8244503819077,89.667495100966,89.4710659502945
ISR,86.8961751004377,85.6170227148356,85.4465034349679
ITA,92.2468466267496,91.1489832076112,90.6385058588077
JAM,76.2039739680013,79.223943626019,79.297063590575
JOR,72.6674428356556,75.0102153184574,79.6060658555472
JPN,80.277952877026,81.5693594983226,84.7905248056048
KAZ,81.5175133754637,84.0231057567219,86.6754521201012
KEN,28.9693306154506,34.1938073267532,40.856479221944
KGZ,76.9412100012404,80.1115287592888,81.5861780638101
KHM,57.270761623233,63.8302577255094,67.7209576492285
KIR,67.8289103602091,69.5397914017234,72.8134553298564
KOR,80.1622548279412,79.9542233154575,77.9104186148433
KWT,71.7650198580962,72.9796457509454,79.3692717439555
LAO,52.6833242380408,59.3029459573512,65.3429480560114
LBN,87.0527498622529,87.323590658767,88.5511303769937
LBR,28.07753381067,26.9196484485278,31.6550622520222
LBY,74.8492232308695,65.8972816547574,75.050321329237
LCA,80.5400401176861,81.5992830536705,82.096785253246
LKA,75.9677535655116,82.6731105390946,82.5187048538365
LSO,38.4108948408623,44.3618020731498,45.0802861409139
LTU,88.5451191272801,89.6883443365829,91.1542757580292
