country_code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
SAU,56.0,81.0,119.0,119.0,128.0,,,288.0,347.0,,491.0,652.0,715.0,1070.0,909.0,1078.0,1188.0,1294.0,1398.0
SDN,6.0,4.0,6.0,3.0,3.0,340.0,332.0,252.0,249.0,,269.0,,267.0,284.0,281.0,349.0,238.0,153.0,
SGP,626.0,641.0,569.0,626.0,696.0,793.0,750.0,895.0,1056.0,1081.0,1143.0,1303.0,1469.0,1601.0,1609.0,1575.0,1727.0,1778.0,2024.0
SLV,,,,,,,,,,,,,7.0,4.0,4.0,3.0,1.0,4.0,2.0
SMR,,,,,,,,,,,11.0,4.0,7.0,12.0,14.0,14.0,11.0,9.0,7.0
SRB,,473.0,372.0,432.0,395.0,386.0,319.0,290.0,180.0,192.0,201.0,202.0,178.0,192.0,171.0,163.0,168.0,138.0,138.0
SVK,210.0,215.0,155.0,193.0,239.0,167.0,176.0,234.0,224.0,168.0,184.0,211.0,228.0,220.0,183.0,217.0,206.0,206.0,146.0
SVN,310.0,342.0,344.0,287.0,331.0,301.0,373.0,442.0,470.0,,,,,,,255.0,,232.0,222.0
SWE,3025.0,2768.0,2522.0,2446.0,2527.0,2549.0,2186.0,2196.0,2004.0,2288.0,2332.0,1984.0,2038.0,2032.0,1992.0,1838.0,1802.0,1764.0,1771.0
SYC,,,,,,,,,,,,,,,,,,3.0,
SYR,213.0,205.0,105.0,124.0,,,,,,,,,198.0,,120.0,103.0,121.0,76.0,102.0
THA,802.0,819.0,891.0,1040.0,945.0,902.0,1025.0,1214.0,927.0,1020.0,1572.0,1006.0,1029.0,1098.0,979.0,904.0,865.0,863.0,867.0
TJK,30.0,32.0,30.0,26.0,,,11.0,7.0,4.0,3.0,2.0,,,,,,1.0,,
TTO,,3.0,1.0,,2.0,1.0,,,,2.0,,4.0,3.0,3.0,,4.0,1.0,1.0,2.0
TUN,35.0,46.0,56.0,77.0,76.0,76.0,105.0,113.0,137.0,150.0,112.0,142.0,180.0,235.0,172.0,180.0,,,
TUR,489.0,682.0,928.0,1072.0,1810.0,2221.0,2555.0,3180.0,3885.0,4434.0,4392.0,4766.0,5352.0,6230.0,8175.0,7156.0,7871.0,7920.0,8234.0
TZA,,,,,,,,,,,,,1.0,,,,,,
UGA,5.0,12.0,3.0,11.0,6.0,,,,,,10.0,5.0,9.0,16.0,25.0,6.0,14.0,13.0,14.0
UKR,1635.0,4090.0,3538.0,3474.0,3440.0,2825.0,2434.0,2556.0,2649.0,2491.0,2856.0,2457.0,2271.0,2233.0,2283.0,2107.0,2097.0,1361.0,1302.0
URY,45.0,37.0,24.0,31.0,35.0,33.0,30.0,23.0,20.0,22.0,,37.0,26.0,,23.0,,,,
USA,188941.0,189536.0,207867.0,221784.0,241347.0,231588.0,224912.0,241977.0,247750.0,268782.0,287831.0,285096.0,288335.0,295327.0,293904.0,285095.0,285113.0,269586.0,262244.0
UZB,931.0,273.0,264.0,323.0,324.0,262.0,238.0,370.0,282.0,257.0,299.0,345.0,288.0,353.0,357.0,470.0,374.0,356.0,413.0
VEN,85.0,84.0,121.0,101.0,63.0,51.0,60.0,70.0,61.0,65.0,74.0,55.0,47.0,35.0,96.0,,,,
VNM,78.0,103.0,180.0,196.0,219.0,204.0,258.0,306.0,300.0,382.0,443.0,487.0,582.0,560.0,592.0,646.0,720.0,1021.0,1066.0
WSM,,,,,,,,,,,,1.0,1.0,,,1.0,2.0,,1.0
YEM,16.0,10.0,20.0,14.0,11.0,,,20.0,7.0,36.0,43.0,29.0,5.0,16.0,15.0,,60.0,60.0,20.0
ZAF,922.0,956.0,1003.0,866.0,915.0,860.0,822.0,821.0,656.0,608.0,638.0,802.0,889.0,704.0,728.0,657.0,567.0,542.0,1804.0
ZMB,3.0,1.0,5.0,4.0,19.0,26.0,9.0,5.0,3.0,7.0,13.0,14.0,20.0,15.0,12.0,11.0,2.0,17.0,13.0
ZWE,,,,,,,,,,,,,9.0,8.0,,,,,
