country_code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
ABW,0.0,0.0,0.0,0.0,0.0,0.0,1.80024234031504,11.3003063047732,12.1002063451122,14.7999912516677,16.2994170698331,17.6002094743503,18.9002071637882,15.7270434965329,14.6995368050798,14.6470009449678,15.0205308345377,14.7971787957078,14.7971787957078
AFG,80.6308604401597,62.8649359905699,63.0139791405013,70.8955945385599,69.0305842438757,66.7316820185576,79.6498420379743,81.7528647900511,74.400758657525,79.7979587151176,81.0086357683819,85.4614747024191,87.5782394741968,87.7612654613868,86.8645836678334,82.6719956888809,87.8403578186823,87.123785906179,78.2344746063241
AGO,61.6902255639098,77.1440035666518,83.4395145999242,85.158229969829,88.8953703703704,78.5517156257714,67.8795278795279,67.6379152138007,71.5687732342007,49.8033722438392,44.6892655367232,53.4302704978423,52.3096953478798,59.0540887422076,84.2238569699227,88.1276384215356,85.1461543592822,84.8757500454573,91.7136027244744
ALB,97.8619791666667,97.5074919728862,98.7189050156164,98.3213251267198,97.491958041958,,99.9886582083814,99.9939217758985,98.6105941302792,,,,,,,,,,
AND,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0971107544141,96.0408086858854,96.3914590747331,96.6070777088654,97.3833824234537,93.3403907227408
ARE,0.0,0.0,0.0,0.0,0.0,0.0,0.0074797544866858,0.0196063821860797,0.0225949948051686,0.0223400048954077,0.0783671985090231,0.263563430434596,0.240204736895818,0.248154120342867,0.557695737471018,0.885151528519123,2.64586794169905,3.78319860170417,4.20134583903604
ARG,37.8812394109214,31.5189022626871,33.7205702994261,34.7396865413772,29.2267911400766,27.4501463990749,30.4953983718573,28.633480141253,26.3898274983398,24.2839965308912,26.3673843991769,25.6716891813878,24.4205243146988,22.7375832088032,24.5224932026036,25.0378814713896,26.5099136541149,27.2624493230322,25.5361113468556
ARM,36.0279949100164,33.3930348258707,28.0655374386576,30.7237838747686,31.4581213970838,31.1767764298094,35.6850643625463,39.4869819750424,33.5706594885599,28.8091090094574,28.2386511024643,25.7659052781004,28.3279907680472,32.1718386876282,29.2530585962653,30.0282377101784,31.2254199765594,23.4345496300077,30.0380758979566
ASM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173756354977798,0.900785791860985,1.54840360867618,1.5020366598778,1.51931173347977,1.83115895395776,4.58748221906117,4.7562283943259,4.27379925222893,3.87100430741329,3.8725406815218
ATG,0.0,0.0,0.0,0.0,0.0,0.0,0.0488460129441934,0.0485348540920949,0.14265335235378,0.142221684267861,0.19054532256601,0.187149095446039,1.55200370627751,1.55959364715982,1.84609239021885,2.82657253950307,3.68746637977407,4.9484175555167,5.65579264886605
